sentences,labels
The pizza was cold and the cheese wasn't even completely melted!,"[[1], [6]]"
Pizza is too expensive and wet.,[[0]]
"Yes, they use luxury ingredients, but even luxury ingredients don't make a good pizza unless someone knows how to make the crust properly.","[[4], [13], [21]]"
I think I've had the best meal of my life in Minnow.,[[6]]
"The seafood is amazing, there's a good list of wines, and the ever-changing menu always offers great surprises.","[[1], [9, 7], [13]]"
The combination of super fresh ingredients in the dishes is unusual but really delicious.,[[5]]
The best pastrami I've ever had and a good serving without being ridiculous.,"[[2], [9]]"
My wife had the fried shrimp that are huge and she loved it.,"[[4, 5]]"
"As a Japanese, I've lived in the Tristate area for over eight years, but I was so impressed with this place.",[[20]]
This place is the most Japanese he can have.,[[1]]
"The signs, the menus, the food, even the staff are all Japanese.","[[1], [3], [5], [8]]"
This place is an hour's drive away.,[[1]]
"Leon is a jewel of the East Village: laid back but rich, with a well-prepared basic French bistro, good specialties, a warm and lively atmosphere.","[[0], [16, 17], [19], [24]]"
"My wife and I still love the young people, not always well-educated but always friendly, the staff, all with a history.",[[16]]
decent wine at reasonable prices.,[[1]]
"Every time I decide to try another place in the United States, I get angry because I didn't go to the tomato.",[[10]]
It's my favorite place in the neighborhood.,[[3]]
"The service is excellent, the decoration is excellent, and the food is delicious and is delivered in large portions.","[[1], [5], [10], [18]]"
I 'm a fan of gnocchi .,[[5]]
This place is incredibly tiny.,[[1]]
"The hostess is so rude, she's offensive.",[[1]]
The food was lean and fatty.,[[1]]
"We've been there many times and we always have good food, wine and service.","[[10], [11], [13]]"
"We were afraid we would have trouble getting in, but we were able to wait.",[[14]]
"As usual, we drank a glass of wine while we waited.","[[5, 6, 7]]"
"When we sat down, we had a quick and wonderful service.",[[10]]
The people who work there are always so friendly that you forget you're in New York sometimes.,[[1]]
Try this place as often as you can.,[[2]]
It's a fun place to go.,[[3]]
The pizza is delicious and I like the atmosphere .,"[[1], [8]]"
But pizza is too expensive.,[[1]]
I went to lunch and it wasn't as good as I expected from the reviews I read.,[[3]]
The sauce was aquatic and the food didn't taste very good.,"[[1], [6]]"
This place is great.,[[1]]
The waitress was very patient with us and the food was phenomenal!,"[[1], [9]]"
"The service was quick, friendly and excellent.",[[1]]
A good pizza and fantastic service .,"[[2], [5]]"
"There was a little wait, but shorter than I expected.",[[4]]
This is the best sushi in New York.,[[4]]
"It's a small place and it's very tight, but the food is fantastic.","[[3], [10]]"
I 'll get the gari tuna .,"[[5, 3, 4]]"
"Thailand has always been a hit for me , I usually go there for sushi , which is great , Thai food is great too .","[[0], [14], [20, 21]]"
With the variety of menu I eat here often and never get bored .,[[4]]
"The atmosphere isn 't the best , but that 's how they keep prices down .",[[1]]
The food is the problem!!,[[1]]
"At first , it took us a long time to find the place .",[[12]]
"But when we looked at the menu, there wasn't much choice, most of it was pastries in the appetizers section.",[[6]]
"Those roses were big, but not good, and the sashimi wasn't fresh.","[[1], [9]]"
"Try the crispy tuna, it's to die for.","[[2, 3]]"
They came here to enjoy their terrace .,"[[6, 6]]"
"The food was amazing, and the service was quick and useful, but not too much to bear or rush.","[[1], [6]]"
"Tartar steak is a good bet, they'll make it for you at the table.","[[1, 0]]"
"Of course, there were hot nights inside the restaurant, but the kitchen is charming.","[[8], [10, 11]]"
"A large selection of wines, giant beans are well paid, and champagne from home is very expensive.","[[4, 2], [5], [13, 11]]"
"It may be a little busy on the weekends, but the atmosphere is good and it's the best French food you'll find in the area.","[[11], [18, 19]]"
"I recommended the place to my friends, and they always had a good reaction.",[[3]]
- the only pizza in New York that shouldn't have any extra blankets - the crust tastes like the best freshly baked bread!,"[[3], [15]]"
I'm taking all my guests to the VT.,[[6]]
"I don't know where the previous critic, Lonk, had dinner, but Saul is in a big neighborhood and he has good food!","[[16], [21]]"
"I recommend it for a special occasion, it's intimate and well-served.",[[10]]
I don't know where the other reviewers ate but we went to two different restaurants because my friends and I love Mizu so much... and we're repeat customers.,[[21]]
Make sure you get the spicy scallop ...,"[[5, 6]]"
"The moulds were excellent, the lobster ravioli were very salty!","[[1], [5, 6]]"
"I took my mom to Mother's Day, and the master was pretty rude.",[[9]]
The little dessert was $8... just too expensive for what it is.,[[2]]
The drinks are always well prepared and the wine selection is reasonably priced.,"[[1], [8, 9]]"
"Try their chef's specialties, they're dying for.","[[2, 3]]"
"The service isn't exactly five stars, but it's not really a big deal.",[[1]]
The living room downstairs is always a good attraction.,"[[3, 1]]"
Rage's is a romantic and welcoming restaurant.,[[0]]
The exotic food is beautifully presented and is a delight in delicious combinations.,"[[1, 2]]"
The staff is incredibly helpful and attentive.,[[1]]
The bar is very well stocked with interesting beers and cheap wines .,"[[1], [8], [11]]"
"When we met Leon, we thought we had found the jewel, but we were wrong.",[[3]]
"The waitress moved our table virtually to the bathroom and when we asked to cancel our dinner orders because we didn't want to eat sitting on the toilet, we were told no...",[[1]]
"The rough service, the medical food... there are tons of restaurants in New York City...","[[2], [5]]"
I had a good time at Jekyll and Hyde .,"[[6, 7, 8]]"
"I loved everything , especially the shows and the actors .","[[6], [9]]"
Our server was very helpful and friendly.,[[1]]
The food was good too.,[[1]]
The tuna and the Wasabe potatoes are excellent.,"[[1], [4, 5]]"
The outdoor atmosphere of sitting on the sidewalk and watching the world pass 50 feet away on 6th Avenue on a cool evening was wonderful.,"[[1, 2]]"
The service was quick and courteous.,[[1]]
"Good service , good food .","[[1], [4]]"
"The pizza is delicious - they use fresh mozzarella instead of the fresh, frozen, crushed cheese common to most pizzeria.","[[1], [7, 8]]"
"Two complaints, their appetizer selection is not good, it would be nice to have mozzarella sticks on the menu.","[[3, 4]]"
"The waiting room staff is unhappy with your work, but it's the best pie in the house.","[[1, 0], [13]]"
The best salad I've ever had in a fast food restaurant.,[[2]]
It's a good quality restaurant.,[[1]]
"One Sunday afternoon, a friend and I accidentally found this great restaurant on our way to see the Pulitzer Prize winning game Doubt.",[[11]]
"The chicken cake is delicious, the cheeseburger is huge and delicate, and the professional service is hot.","[[1, 2, 2], [6], [14]]"
The staff is not stupid.,[[1]]
the rule of food choices.,[[3]]
"When I lived in the northern part of the state for a while, I bought frozen bagels and they would be even better than the others.",[[16]]
It's worth a visit to First Avenue because it's the original store.,"[[5, 6]]"
"He served me a single-handed scroll, which I had never had before, and let me tell you... it was paradise!","[[4, 4, 5]]"
The sake menu is not to be neglected !,"[[1, 2]]"
Try the lobster teriyaki and the special roll with the rose .,"[[2, 3], [10, 6, 7]]"
"The service was very good, quick, attentive and non-intrusive.",[[0]]
"The food was also very good, since we tried budget selection (although I wish the pork belly I ordered would be roasted a little longer, so the fat would be more of a mouth-melting experience).","[[1], [15, 16]]"
The wine list is well selected and the glass wine has been generously filled to the top.,"[[1, 2, 5], [0]]"
"The traditional French decor was nice, but the room was quite noisy - the restaurant was full and we had to raise our voices to keep a conversation going.","[[1, 0, 3], [8]]"
"I've been to the Spice Cafe five or eight times, it's probably still the best Indian restaurant in Union Square.",[[5]]
"In short, the service varies from good to bad, depending on the server you get; generally, it's just normal.",[[3]]
"The seats are always fast, even if the restaurant is full at night.",[[1]]
"The food is usually very good, although sometimes I wondered if raw vegetables were fresh in secondary orders.","[[1], [11, 12, 15, 16, 17]]"
"The decor is vibrant and eye-catching with several semi-private on the right side of the dining room, which is ideal for a date.","[[1], [8]]"
I 've never been disappointed by the red eyes .,"[[7, 8]]"
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the lobster cobb salad.","[[11, 12, 13], [15]]"
It's just the best meal in New York.,[[4]]
You can 't go wrong with the red grill .,"[[7, 7, 8]]"
"If we move up the east side, we'd really miss this restaurant.",[[11]]
"The restaurant is cute, but not luxurious.",[[1]]
Food is a diamond in the rough ... food is delicious and homemade with a perfect balance of herbs and tomatoes .,"[[0], [16, 17, 18, 19, 20]]"
We had a great time at Jekeyll and Hyde.,"[[6, 7, 8]]"
"After really enjoying the bar, we sat down to dinner.",[[4]]
The waiter was really cool and he served us our food and drinks with a smile.,[[1]]
The decoration and the hidden bathrooms of the place were laughable.,"[[1], [4, 5]]"
I highly recommend you visit this restaurant and have dinner and drink!,[[6]]
"If you're the kind of person who likes to be scared and have fun, this is a great place to eat.",[[18]]
"My husband and I thought it would be great to go to Jekeyll and Hyde for our birthday, and to our great surprise, it was fantastic.","[[12, 13, 14]]"
"I had over 100 different beers to offer my guests, which made my husband very happy and the food was delicious.","[[5], [18]]"
"The entertainment was great, they have shows that go on until dinner.",[[1]]
"Please, follow my advice, go try this place.",[[7]]
The bagel was huge.,[[1]]
The workers also load the bagel with cream cheese (it gets a little messy).,[[5]]
It was my first time at St. Bart's and I must say how delicious the food and service were.,"[[15], [17]]"
"I highly recommend the lobster roll , not too much mayo , you could say it was a fresh lobster .","[[4, 5], [19]]"
"The other guests tasted pizza , a slice of salad and fish and chips .","[[4], [7, 9], [11, 12, 13]]"
"I highly recommend St. Bart 's for its food , atmosphere and excellent service .","[[8], [10], [13]]"
The staff is absolutely professional!!,[[1]]
This restaurant was over-hyped.,[[1]]
My pleasure and pleasure were really fat and fat.,"[[1, 1, 2, 3]]"
The crayons and the fried crayons were not unusual.,"[[1, 1], [4, 5]]"
The service was the only advantage of this restaurant .,"[[1], [8]]"
"It's boring inside, and our sushi was way below average... the tuna was wet and the other rolls had no flavor.","[[5], [11], [17]]"
Their penang pad is delicious and everything else is fantastic.,"[[2, 1]]"
"The price is reasonable, even if the service is poor.",[[7]]
"The restaurant was fresh, the food was delicious and fresh.","[[0, 1], [5]]"
"Please , drop your hats off to the chief .",[[8]]
"Salads are delicious, both refreshing and very spicy.",[[0]]
We ate Pam's special fish fry and it was amazing.,"[[2, 3, 5, 4]]"
"It's a good atmosphere, lots of people.",[[3]]
"I didn't complain, I liked the atmosphere.",[[6]]
"The atmosphere is so cute and picturesque, good for business even if we were here on vacation.",[[0]]
The salads were fantastic.,[[1]]
"Although we were looking for regular lettuce and nuts, the salads we had were great.",[[10]]
"The ingredients are organic, which is a real advantage for me.",[[1]]
It's a very good and cheap sushi.,[[6]]
The spicy tuna is huge and probably the best I've ever had at that price.,"[[1, 2, 2]]"
The yellow tail was particularly good.,[[1]]
"I have reservations about offering anything you can eat, however -- the choices are pretty limited and you can probably order more food than you can eat for under $18 by going off the menu.","[[5, 6, 7, 8]]"
"Anyway, this is a place I'm sure I'll go again when I get to this part of town.",[[4]]
The big Wongs make big money for a place.,"[[0, 2]]"
"They have everything: good prices , food and service .","[[6], [8]]"
The atmosphere is noisy and the servers are literally going around and doing things as fast as they can.,"[[1], [6]]"
"And all this at a very reasonable price (congee , noodles and rice dishes cost no more than $ 3 to $ 6 each).","[[8], [10], [12, 13]]"
Lunch is also great because they also offer high-quality equipment.,[[0]]
This place is still very busy and popular.,[[1]]
"I ate a very good Caesar salad, while my wife ate red meat and goat cheese...","[[5, 6], [12, 13, 14, 15]]"
We both picked a pasta dish and they were served on time and fresh.,"[[4, 5]]"
"We ended up with a tiramisu chocolate cake, both of which were delicious.","[[5, 6, 7]]"
I recently had lunch at a restaurant with some colleagues and had a wonderful time.,[[6]]
"The staff was hospitable, the food was delicious, and the place was beautiful.","[[1], [5], [10]]"
We even got a visit from the principal who wanted to make sure we had fun.,[[7]]
Sometimes I get the right food and the right service .,"[[5], [9]]"
"Sometimes I get the wrong food and the wrong service , sometimes I get the right good and the wrong service .","[[5], [9], [16], [20]]"
"The restaurant is a bistro , which means simple dishes and wine are served efficiently in a lively atmosphere .","[[9], [11], [18]]"
"And where Patis is going wrong, not where.",[[2]]
"And judged in these terms, the Pastis is simply wonderful.",[[6]]
"It 's a nice , comfortable place with a good pizza .","[[6], [10]]"
"Mine was a little burnt but delicious with goat cheese and panchetta (the raddichio was a bit bitter, though).",[[13]]
My friend took the best-tasting mushroom pizza.,"[[5, 6]]"
"The sangria was very tasty and good on a hot, flying day.",[[1]]
"It's a small place, but if you're not too busy, you could have a group or kids.",[[3]]
I started with a Bombay beer that was big enough for two.,"[[4, 5]]"
"The service was slow, but the people were friendly.","[[1], [6]]"
It's a good place to relax and chat.,[[3]]
The food is authentic Italian - delicious!,[[1]]
"Pizza is great, like homemade pasta.","[[0], [4, 5]]"
"The atmosphere is delicious, the service impeccable.","[[0], [5]]"
I 'm still angry about having to pay for a bad meal .,[[11]]
"The steak was like rubber and the tuna was tasteless, not to mention the taste of the thaw.","[[1], [7]]"
The service was also horrible and the atmosphere wasn't so good.,"[[1], [7]]"
I'm going to eat at different restaurants and this is a place you can try.,[[11]]
This is the first time I've written a restaurant article because the food and service were excellent.,"[[12], [14]]"
The cute net dish was gorgeous !,"[[1, 2, 3]]"
It 's a cute little restaurant .,[[5]]
I really love this place !,[[4]]
"I like the atmosphere, it's very dark and original.",[[3]]
The sushi is amazing !!!,[[1]]
Very affordable and excellent environment !,[[4]]
"We ordered meat soup dishes and noodles from the Thai section of the menu, but nothing was taken in Thai.","[[5, 6, 3, 4]]"
We 're not coming back here for a good meal .,[[9]]
"However, I think it's a good place to spend time.",[[6]]
My girlfriend and I jumped in this place the other night and had a good time!,[[7]]
"The pizza and wine were great , the service was great , but what really made this place a great place was the courtyard dining room .","[[1], [3], [8], [23, 24, 25]]"
This is one of the most beautiful restaurants I've ever seen in New York.,"[[6, 7]]"
Look at this place !,[[3]]
"First, this place is not romantic, as the editorial magazine Citysearch claims.",[[2]]
"The tables are too narrow, the menu is typical of any Italian restaurant, and the wine list is too expensive.","[[1], [6], [15, 16]]"
Wines slightly above average start at $70+ with a single selection listed at $30+.,[[0]]
The service is not what you would expect from a joint in this price range.,[[1]]
"Somehow , working the Italian charm with a thousand constant graces is not a proper service .",[[15]]
"To be completely honest, the only factor of redemption was food, which was above average, but could not make up for all the other deficiencies of Teodora.","[[10], [26]]"
"One of our meals was not edible , easy and / or made with a strange aroma of rosemary or orange .","[[3], [18, 19, 20, 14]]"
The fish was too much.,[[1]]
"It's a nice place, a good waiting staff, but I'd never go back there.","[[3], [6, 7]]"
"Someone else recommended dessert, so we left this.",[[3]]
One of us really liked espresso.,[[5]]
I'm so disappointed that I skipped this restaurant.,[[7]]
"Myagi is one of my favorite restaurants in town, where negative reviews describe the sound as if it were somewhere else.",[[0]]
I've never had a bad service and the fish is fresh and delicious.,"[[5], [8]]"
Their tuna tartar appetizer is killing.,"[[1, 2, 3]]"
"I come from a family of pizzeria owners, and I'm almost embarrassed to say that Forvinos' pizza is blowing up my family receipts.",[[16]]
The place is so cool and the service is quick and curious.,"[[1], [7]]"
I highly recommend everyone try this place.,[[6]]
A restaurant that does nothing but serve good food with excellent service in a pleasant atmosphere .,"[[8], [11], [15]]"
No such thing here - food speaks for itself in its freshness and preparation.,[[5]]
The dining room is quietly elegant without the music to scream... what a refreshment!,"[[1, 2]]"
"The service was impeccable and discreet - the staff knew what to do - to know their menu, present your meals, and meet your needs.","[[1], [8]]"
"I was looking around, and I saw a room full of New Yorkers having a real meal in a real restaurant, not a fancy club trying to be seen.","[[16], [20]]"
"The view is breathtaking, the service is top notch, the atmosphere is wonderful.","[[1], [5], [10]]"
The staff is impeccable.,[[1]]
"I had lobster cookie, and there's two ounces of Maine lobster in it.","[[2, 3]]"
"My boyfriend ate the bottle of New England , and it was good , but I think the price should go to lobster cookie .","[[6, 7, 4], [22, 4]]"
My boyfriend had a good rib .,"[[3, 5]]"
We didn't want a bottle of buffalo on the weekend so we all had bottles of corbett. That was just enough.,"[[14, 15, 16]]"
My wife and I ate here earlier this week and we kept talking and going crazy about food .,[[17]]
"If you like spicy food , you can have the chicken vindaloo .","[[10, 11]]"
Go get some first-class service and good food .,"[[4], [7]]"
The portions are big and the servers always surprise us with a different starter.,[[1]]
The wine list is excellent.,"[[1, 2]]"
The food is amazing... especially if you get the chef's tasting menu and your favorite bottle of wine (or two!) from a wide selection of wines.,"[[1], [9, 10, 11], [23, 24, 25]]"
"The place is small and intimate and you may feel a little overcrowded, but the service is excellent and it's great for friends, a romantic date or a special occasion.","[[1], [15]]"
Food can be expensive but the tasting menu is the best meal at a good price and they serve food to any food allergy or food you don't like.,"[[0], [6, 7]]"
"Except for our lemon salad, which had so much pepper that our eyes started crying, the food here was decent, not great.","[[3, 4], [16]]"
"The menu's very limited, we counted four or five entries.",[[1]]
"We ordered the special grilled branzino, so full of bones it was hard to eat.","[[4, 5]]"
"The decor of this place is very restorative and the kind of place you'd expect in the East Village - not romantic, just simple, small and rare.",[[1]]
"The problem is, nothing in Prune is particularly memorable.",[[5]]
This place is so much fun.,[[1]]
My family never expected such entertainment in a restaurant.,[[5]]
The food was delicious!,[[1]]
And very large portions .,[[3]]
The staff was the friendliest person in New York.,[[1]]
"If you want something really different , try Jekyll and Hyde .","[[8, 9, 10]]"
"The food was quite traditional , but hot and good with large portions .","[[1], [12]]"
It's a very fun place.,[[4]]
The characters are a really nice experience.,[[1]]
But food is what you'd expect.,[[1]]
I think Jack and Hyde T is a fun place to do once.,"[[2, 3, 4]]"
"The service was slow, and we had to wait to order and get food, although not crowded.",[[1]]
Drinks are too expensive.,[[0]]
The food was good not very good not worth waiting or another visit,[[1]]
A perfect pizza for lunch.,[[2]]
The service was quick.,[[1]]
The pizza was great.,[[1]]
"When you need a sushi, Mizu will be there with quality fish and excellent service.","[[11], [14]]"
Delivery is fast too.,[[0]]
"Nice service , fast places , fast delivery , great sushi .","[[1], [4], [7], [10]]"
Ess-a-bagel (in town or downtown) is by far the best bagel in New York City.,[[10]]
"The bagels are always warm, soft on the inside, crispy on the outside and huge.",[[1]]
They have a wide selection of different cream cheeses and all their salads are great.,"[[7, 8], [12]]"
Lox is always fresh too.,[[0]]
I wasn 't impressed by the food .,[[6]]
"Prices are too high for this small , unattractive restaurant .",[[9]]
Zero room to start.,[[1]]
I thought this place was totally overrated.,[[3]]
"The atmosphere was pleasant, but the service was not so good.","[[1], [6]]"
This is the best Shabu-Shaba restaurant in the Tri-State area.,"[[4, 5]]"
I've been living in Japan for seven years and the taste of the food and the restaurant reminds me of being back in Japan.,"[[13], [10]]"
It 's a must for anyone who likes shabu-shabu .,[[8]]
"The atmosphere is not special, but it's like a sushi restaurant in Tokyo.",[[1]]
"The owner and staff are all Japanese too , and that adds to the atmosphere .","[[1], [3], [14]]"
"Despite a slightly limited menu, everything is perfectly prepared, ultra fresh and a masterpiece of culinary art.",[[4]]
The taxis are delicious !,[[1]]
Prices were cheap compared to the quality of services and food .,"[[8], [10]]"
"The location and the atmosphere are good, but the food is what makes up for it.","[[1], [4], [9]]"
Try the green curry with vegetables .,"[[2, 3, 4, 5]]"
"The quantity is also very good, you will be satisfied.",[[1]]
"The service is good, some people haven't gotten what they asked for.",[[1]]
I had the best ravioli of my life.,[[4]]
"The wine, the service, it was very good.","[[1], [3]]"
This picturesque and romantic trattoria is at the top of my list of restaurants in Manhattan.,[[4]]
"The food is delicious - from specialties to regular menus, the dishes never disappoint.","[[1], [6], [8, 9], [11]]"
"Whether it's the breath of a parmesan pig or the frozen lamb of balsamic vinegar, you'll definitely be transported to Northern Italy with a bite.","[[6, 7], [11, 10, 12, 13, 14]]"
"Although the tables are located nearby, the light of the candles, the quality of the food and the service are too compensated.","[[2], [7], [15], [18]]"
"I've known this secret for 13 years, Emilio, the godfather, has continued to serve food and wine to the gods at deadly prices.","[[14], [16]]"
"If you're going, try the marinara/arrabiatta sauce, the carozza mozzarella is mmmmmmmm... everything is just delicious.","[[5, 6], [9, 8, 8]]"
Look at the secret room .,[[4]]
"Thank you , Emilio .",[[3]]
"I found exceptional food, service, and value every time I was there.","[[3], [4]]"
The food was genuine.,[[1]]
"The service was excellent, friendly and attentive.",[[1]]
Very good wine choices .,"[[2, 3]]"
Who has room for cheese steaks with the best pizza in New York?,[[9]]
I 'm going to have a pepperoni and a family-style salad .,"[[6], [9, 9, 10]]"
Excellent staff .,[[1]]
It 's always a great service !,[[5]]
"The food is good, I can't lie.",[[1]]
But the staff were so horrible to us.,[[2]]
The hostess and the waitress were incredibly rude and did everything they could to get us out.,"[[1], [4]]"
"We were planning to make desserts, but the waitress made us pay the bill before we could order.",[[8]]
"This place is expensive, and yes, the food is worth it, but the service makes you feel like you should pay a quarter of the price.","[[1], [7], [13]]"
Amma is nothing special.,[[0]]
I ate here a week ago and I found most of the average dishes to be too expensive.,[[13]]
"Don 't eat tamarin for vegetarian dishes , they just don 't live up to the non-vegetarian selections .","[[5, 6], [16, 17]]"
"The setting is nice, but the service can be spotty.","[[0], [5]]"
This place is always full.,[[1]]
"And most of all, the food is excellent.",[[5]]
Try the bass .,[[2]]
"First, the rocks of Bukhara.",[[4]]
I'm glad the food was great.,[[3]]
"And yes , Dal Bukhara is so good and so are all the kababs .","[[3, 4], [13]]"
Haru on Park S is disgusting.,"[[0, 1, 2, 3]]"
The fish wasn't fresh and the rice tasted old and aged.,"[[1], [6]]"
"Frankly, this is the worst sushi I've ever tasted.",[[5]]
"Honestly, the worst sushi my husband and I have ever had in our lives.",[[3]]
I don't know why this restaurant would get such a high grade.,[[5]]
The all-after-eat sushi is certainly of very poor quality.,"[[1, 2]]"
"Limited menu , less fresh ingredients , sliced fish , rice for sale .","[[1], [5], [8], [10]]"
"The only things you could really taste are the highly salty soy sauce (even its low sodium content), the rice soaked in vinegar, and the fish above the fish.","[[11, 12], [19]]"
The waiters are nice.,[[1]]
"I've been to Ruth's house twice, and both times have been very disappointing.",[[3]]
"Both times I was extremely disappointed in the service, which was rude.",[[8]]
"Dinner was good, I don't have anything to eat.",[[0]]
"I ate their eggs at the brunch, which were the worst of my life, and I tried to completely remove the Dutch sauce.",[[3]]
"With the theater two blocks away , we had a delicious meal in a beautiful room .","[[11], [15]]"
The service was attentive.,[[1]]
The Thai planet is beautiful!,"[[0, 1]]"
"We love food , drinks and the atmosphere !","[[2], [4], [7]]"
"The SVC can be a little rude sometimes, especially if you have a big group, but the restaurant is a must.","[[1], [17]]"
"Try the pad thai, it's fabulous and their prices are so cheap!","[[2, 3]]"
"It's not because it's cheap that the portions are small or the food is bad, it's great!","[[7], [12]]"
The sandwiches (about $7) had no chips or side dishes.,[[1]]
"eating, the atmosphere saves, but in your office, it's a very disappointing experience.",[[2]]
Chennai Garden is my favorite Indian restaurant in the city.,"[[0, 1]]"
They got a real Indian girl in the Amazon.,[[4]]
This restaurant is vegetarian; there are no meat dishes.,"[[7, 8]]"
The seats are uncomfortable if you're sitting against the wall on wooden benches.,[[1]]
"It's a pretty tight, busy restaurant and it closes early.",[[5]]
Patroon has a good cigar bar and a great staff .,"[[4, 5], [9]]"
The food is delicious and the portions are appropriate.,"[[1], [6, 5]]"
It's a good restaurant if you're looking for a place to have an intimate dinner with business associates.,[[3]]
Not a great place for family or a general dinner.,[[3]]
The food is excellent.,[[1]]
The fish is so fresh.,[[1]]
The bathroom staff is very friendly.,[[0]]
I love her .,[[0]]
The Mermaid 's Hotel is a good restaurant with very good seafood .,"[[1, 3], [11]]"
"The menu is limited, but almost all dishes are excellent.","[[1], [7]]"
Lobster sandwich is good and spaghetti with pancakes and shrimp is great.,"[[0, 1], [5, 6, 7, 8, 9]]"
The service is good and the atmosphere is good for a group outing.,"[[1], [6]]"
The only downside to this restaurant is the prices.,[[5]]
"Even though seafood is good, the prices are too high.",[[2]]
"The lobster sandwich is $24 and while it's good, it wasn't enough to justify that price.","[[1, 2]]"
"The food was delicious (I had a special halibut , my husband had a steak) and the service was top notch .","[[1], [8, 7], [14], [17]]"
"When my dessert arrived, there was a candle inside -- not because someone asked for it -- but because the server must have seen me open my birthday card and gift card, and he said he knew it was some kind of special occasion.",[[20]]
It 's really the hallmark of a careful server .,[[7]]
I highly recommend the restaurant based on our experience last night.,[[4]]
"We ate at a Thai restaurant after the reviews , but very unhappy with the food .",[[15]]
We thought this place used too many msgs to cook .,[[9]]
