sentences,labels
Try the crushing tuna that's worth dying for.,"[[2, 3]]"
They were here first to enjoy their garden terrace.,"[[7, 8]]"
"The food was amazing, the service was quick and helpful, but not overblown or rushed.","[[1], [5]]"
"The steak tartar is a great bet, they'll make it for you at the table.","[[1, 2]]"
"Although some nights at the restaurant were pretty warm, the open kitchen is part of the charm.","[[10, 11], [5]]"
"The gigondas are worth the price, and the champagne is a great deal.","[[1], [8]]"
"It's a little crowded on the weekends, but the atmosphere is good and it's the best French food you can find in the area.","[[9], [16, 17]]"
"I recommended the place to friends, always get a good answer.",[[3]]
- the only pizza in New York that shouldn't have any extra toppings - the crust tastes like the best freshly baked bread!,"[[15], [3]]"
I'm taking all my New York guests to Vt's.,[[8]]
"I don't know where the previous reviewer, Lonk, ate, but Saul is in a big neighborhood and he has great food.","[[15], [20]]"
I would highly recommend it for a special occasion - it offers both intimate surroundings and nice service,"[[14], [17]]"
"I don't know where the other critics ate, but it seems like we went to two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.",[[25]]
Look at the sharp shell .,"[[3, 4]]"
"The Moules were excellent, the lobster rabioli very salty!","[[1], [5, 6]]"
"I took my mother to Mother's Day, and Master D was pretty rude.","[[8, 9]]"
The little dessert cost $8.00... just too expensive for what it is.,"[[2], [2]]"
The drinks are always well made and the wine selection is cheap.,"[[1], [8, 9]]"
Try her chef's specialties - they're dying.,"[[2, 3]]"
"Service isn't exactly five stars, but that's not really a big deal.",[[0]]
The apartment downstairs is always a good attraction.,"[[2, 0]]"
"Ragas is a romantic, cozy restaurant.",[[0]]
The exotic food is beautifully presented and enjoyed in delicious combinations.,"[[1, 2], [1, 2]]"
The staff is incredibly helpful and attentive.,[[1]]
The bar is very well equipped with interesting beers and well-priced wines.,"[[1], [8], [11]]"
"When we came across Leon, we thought we'd found the jewel, but we were wrong.",[[4]]
"The waitress practically put our table in the bathroom, and when we were about to cancel our dinner orders because we didn't want to eat in the bathroom, we were told, no...",[[1]]
There are many restaurants in New York.,[[6]]
I was looking forward to Jekyll and Hyde.,"[[5, 6, 7]]"
"I loved everything about it , especially the shows and the actors .","[[8], [11]]"
Our server was very helpful and friendly.,[[1]]
The food was good too.,[[1]]
The tuna and Wasabe potatoes are excellent.,"[[1], [3, 4]]"
"The atmosphere outside, sitting on the sidewalk and seeing the world 50 feet away on 6th Avenue on a cool evening, was wonderful.","[[2, 1]]"
The service was quick and polite.,[[1]]
"Great service , great food .","[[1], [4]]"
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, crushed cheese that is common in most pizzeria.","[[1], [7, 8]]"
"Two complaints, your pre-dinner selection stinks, it would be nice if we had mozzarella sticks on the menu.","[[3, 4]]"
"The warehouse is unhappy with your business, but it's the best cake in the world!","[[0, 1], [11]]"
The best salad I ever ate at a fast food restaurant.,[[2]]
It's a good restaurant.,[[1]]
"On a recently closed Sunday afternoon, a friend and I accidentally found this great restaurant on our way to the Pulitzer Prize-winning play Two Doubts.",[[14]]
"The chicken can is exzpetiona, the cheeseburger is huge and delicate, and the service professional is warm.","[[1, 2], [6], [6], [13]]"
The staff is not nonsense.,[[1]]
The rule of food choices.,[[3]]
"When I lived up north for a while, I bought the fresh bagels, and they were still better than everyone else.",[[12]]
It's worth a visit to First Avenue because it's the original store.,"[[5, 6]]"
"He served me a college handrol I've never had before, and I'm telling you, it was heaven!","[[4, 5, 5]]"
The sake menu should not be overlooked!,"[[1, 2]]"
Try the lobster teriyaki and the rose special roll,"[[2, 3], [6, 7, 8]]"
"The service was very good - fast, attentive and non-intrusive.",[[0]]
"The food was also very good, considering we tried the budget choices (although I wish the pork belly I ordered would have been fried a little longer, so the fat was more of an experience melting in your mouth).","[[1], [16, 17]]"
The wine list is good and the wine-by-the-glass was generously filled to the top.,"[[1, 2, 0], [7]]"
"The traditional French decor was pleasant, although the hall was quite noisy - the restaurant was full and we had to raise our voices to keep a conversation going.","[[0, 2, 3], [8]]"
"I've probably been to Cafe Spice five or eight times, it's probably still the best Indian restaurant around Union Square.","[[4, 5]]"
"In summary: The service varies from good to average, depending on the waiter you get; generally, it's only average.",[[2]]
"The food is usually very good, although I have occasionally wondered about the fresh mess of raw vegetables in side orders.","[[0], [16, 17, 18, 19, 20]]"
"The decor is lively and striking with several semi-private two on the right side of the dining hall, ideal for a date.","[[1], [8, 9]]"
I'm never disappointed in the red eye.,"[[5, 6]]"
"When I first went and was totally enthusiastic about the live jazz band and atmosphere, I ordered lobster cobb salad.","[[10, 11, 12], [14]]"
It's just the best food in New York.,[[4]]
You can't go wrong with the Red Eye Grill.,"[[6, 7, 8]]"
"If we were to move up the east side, we'd really miss this restaurant.",[[13]]
"The restaurant is cute, but not of high quality.",[[1]]
The food is a diamond in the rough - the food is delicious and homemade with the perfect balance of herbs and tomatoes,"[[1], [18, 19, 20, 21, 22]]"
We had a great time last night at the Jekeyll and Hyde Pub.,"[[9, 10, 11, 12]]"
"After the great fun in the bar, we sat down at a table and ate.",[[6]]
"The server was really cool, and he served us a smile on the face.",[[1]]
The layout of the place and the hidden bathrooms made a good laugh.,"[[1], [7, 8]]"
I highly recommend you visit this restaurant and eat and drink!,[[6]]
"If you're the kind of person who's scared and wants to talk, this is a great place to eat.",[[16]]
"My husband and I thought it would be great to go to the Jekyll and Hyde Pub for the anniversary, and to our surprise, it was fantastic.","[[13, 14, 15, 16]]"
"I have over 100 different beers to offer my guest, which made my husband very happy.","[[5], [5], [15]]"
"Please follow my advice, try this place.",[[6]]
The bagel was huge.,[[1]]
The workers also load the bagel with cream cheese (it's a little confusing).,[[5]]
"It was my first time at the Café St. Bart's and I must say, the food and the service were delicious.","[[15], [18]]"
"I highly recommend the lobster roll , not too much mayonnaise .","[[4, 5], [4]]"
Other guests enjoyed pizza Santa Fe sliced salad and fish and chips,"[[3], [4, 5, 6, 6], [9, 8, 11]]"
"I highly recommend the Café St. Bart's for its food, the ambience and the wonderful service.","[[9], [11], [15]]"
All the staff are absolutely professional!!,[[2]]
The restaurant was overblown.,[[1]]
My food was fun and eating was really slim and fat.,"[[1, 3, 4, 5]]"
The Scallion Pancakes and fried dumplings were nothing unusual.,"[[1, 2], [4, 5]]"
The service was the only good thing about this restaurant.,"[[1], [9]]"
"It's boring inside, and our sushi was pretty sub-average... the tuna was wet and the other rolls were tasteless.","[[5], [10], [16]]"
Your Pad Penang is delicious and everything else is fantastic.,"[[1, 2]]"
"The price is reasonable, even though the service is poor.",[[7]]
"The fresh restaurant was fantastic. The food was delicious and, of course, fresh.","[[1, 2], [6]]"
- I got a hat for the chef .,[[7]]
"The salads are delicious, refreshing and very spicy.",[[1]]
We had some special fried fish for Pam and it was fantastic.,"[[2, 3, 4, 5]]"
There's a lot of people.,[[0]]
I didn't complain. I liked the atmosphere so much.,[[6]]
"The ambiance is so sweet and picturesque, good for business, even though we were there on vacation.",[[1]]
The salads were fantastic.,[[1]]
"Although we were looking for regular salad and nuts, the salads were great.",[[6]]
"The ingredients are organic, which is a plus for me.",[[0]]
"This is a really good, cheap sushi.","[[6], [6]]"
The sharp tuna roll is huge and probably the best I've had for that price range.,"[[1, 2, 3], [1, 2, 3], [1, 2, 3]]"
The yellow tail was particularly good.,[[1]]
"I have reservations on the All You Can Eat deal, but -- the choice is pretty limited, and you can probably order more food than you can eat for under $18, just by going off the menu.","[[5, 6, 7, 8, 9], [5, 6, 7, 8, 9]]"
"Anyway, this is a place I'll be coming back to when I'm in this part of town.",[[4]]
Big Wong gets big orders for a good deal.,"[[0, 1]]"
"They have everything, great prices, food and service.","[[5], [7]]"
The atmosphere is noisy and the waiters are literally running around doing things as fast as they can.,"[[1], [6]]"
"The take-out is great, too, because they also give you high-quality Tupperware.",[[1]]
This place is always very crowded and popular.,[[1]]
I was enjoying a very nice caesarean salad while my wife had roquela and goat cheese.,"[[6, 7], [12, 13, 14, 15]]"
We both decided to go for a pasta dish and they were served on time and fresh.,"[[7, 8]]"
"Tiramisu and I had chocolate cake, both delicious.","[[0], [4, 5]]"
I was at a restaurant recently with some colleagues for lunch and had a great time.,[[4]]
"The staff was well-housed, the food was absolutely delicious and the place is wonderful.","[[1], [5], [11]]"
"We even had a visit from the manager, who wanted to make sure we had fun.",[[7]]
Sometimes I get good food and good service.,"[[4], [7]]"
Sometimes I get bad food and bad services sometimes I get good g good and bad services,"[[4], [7], [16], [13]]"
"It 's a bistro , which means simple dishes and wine are served efficiently in a busy atmosphere .","[[8], [10], [17]]"
And where is Patis going wrong?,[[3]]
"And judging by those expressions, pastis is just wonderful.",[[5]]
"It's a nice, cozy house with good pizza.","[[7], [4]]"
"Mine was a little burnt, but still delicious with goat cheese and panchetta (Radichio was a bit bitter).",[[13]]
My friend got the mushroom pizza that tastes better.,"[[4, 5]]"
"The Sangria was pretty delicious and good on a hot, cool day.",[[1]]
"It's a small house, but if they're not too busy, maybe it could be for a group or kids.",[[3]]
I started with a Bombay beer that was big enough for two.,"[[4, 5]]"
"The service was slow, but the people were friendly.","[[1], [6]]"
It's a nice place to relax and talk.,[[3]]
The food is authentic Italian - delicious!,[[1]]
"The pizza is great, as is the homemade pasta.","[[1], [7, 8]]"
"The ambience is lovely, the service is impeccable.","[[0], [4]]"
I'm still angry that I had to pay for bad food.,[[10]]
"The steak was like rubber and the tuna was tasteless, not to mention it tasted like it had just been melted.","[[0, 1], [7]]"
"The service was terrible, and the ambience isn't so great.","[[1], [6]]"
"I eat in a lot of different restaurants, and this is a place to go and try.",[[12]]
This is the first time I've written a review for a restaurant because the food and service were excellent.,"[[14], [16]]"
The filet-mignon dish was great!,"[[1, 1, 2]]"
It's a nice little restaurant.,[[4]]
I absolutely love this place !,[[4]]
"I like the ambiance, it's very dark and original.",[[3]]
The sushi is fantastic!!!,[[1]]
"We ordered beef and noodles from the Thai menu, but nothing we got was Thai.","[[2, 3, 4, 4, 2]]"
We're not coming back here to eat well.,[[6]]
I think this is a good place.,[[6]]
My girlfriend and I ran into this jumping-off point and had a great time.,[[8]]
"The pizza and the wine were great, the service was great, but what really made this place great was the dining room in the backyard.","[[1], [4], [8], [24, 20, 21]]"
"First of all, this place isn't romantic, as Citysearch's editorial review claims.",[[4]]
"The tables are too tight, the menu is typical of every Italian restaurant, and the wine list is just too expensive.","[[1], [6], [15, 16]]"
A little above average wines start at $ 70 + with just one selection listed at $ 30 + .,"[[4], [4]]"
To process the Italian charm with a constant Mille Grazie is not a proper service.,[[14]]
"To be fair, the only factor of redemption was the food that was above average, but could not compensate for all the other shortcomings of t Theodora","[[10], [26]]"
One of our meals was not edible - weak and/or made with strange rosemary or orange flavors,"[[3], [13, 14, 15, 16]]"
There was too much fish.,[[4]]
"Nice place to wait, but I'd never go back there.","[[3, 3], [1], [1]]"
Someone recommended the dessert.,[[3]]
One of us really liked the espresso.,[[6]]
"Myagi is one of my favorite restaurants in town, where the negative reviews describe sounds like somewhere else.",[[0]]
I've never served badly and the fish is fresh and delicious.,[[6]]
Your tuna-tatar appetite is dying.,"[[1, 1, 2]]"
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Forvinos is knocking out my family's receipts.",[[16]]
The store is so cool and the service is quick and polite.,"[[7], [1]]"
I recommend everyone try this place.,[[5]]
A restaurant that tries nothing more than to serve good food with good service in a pleasant atmosphere.,"[[10], [13], [17]]"
No tricks here - the food speaks for itself in its freshness and preparation.,[[5]]
"The dining room is quietly elegant, without shouting music.","[[1, 2]]"
"The service was impeccable and unflinching - the staff knew what to do - to know their menu, present their meals and take care of their needs.","[[1], [8]]"
"I looked around and saw a room full of New Yorkers enjoying a real meal, not a fairy tale clubhouse trying to see.",[[14]]
"The view is breathtaking, the service is top-notch, the ambiance is wonderful.","[[1], [5], [9]]"
The staff provides a flawless service.,[[1]]
"I had lobster beef, it's got two ounces of Maine lobster in it.","[[2, 3]]"
"My friend had the New England Chowder, and it was good, but I think the price should go to the lobster.","[[4, 5, 6], [20, 20]]"
My friend had a good rib .,"[[3, 5]]"
"We didn't want a bottle of bubble on a weekday, so we got all the little bottles in a basket.","[[16, 5]]"
My wife and I ate here earlier this week and we didn't stop gossiping and swimming about the food.,[[18]]
"If you like spicy food , get the chicken vinegar .","[[8, 9]]"
I want a first-class meal and a great meal .,"[[4], [8]]"
The portions are big and the servers always surprise us with a different starter.,"[[1], [6]]"
The wine list is excellent.,"[[1, 2]]"
The food is amazing... especially when you get the chef's tasting menu and your favorite bottle (or two!) of wine from a wide selection of wines,"[[1], [23, 24, 25], [9, 10, 11]]"
"The place is small and intimate, and you may feel a little overcrowded, but the service is excellent and it's great for friends, a romantic date or a special occasion.","[[15], [1], [1]]"
"The food can get expensive, but the price-fixed tasting menu is the best food at a good price and they provide the food for any food allergy or food you don't like.","[[1], [7, 8, 9], [7, 8, 9]]"
"Except for our lemon salad, which had so much pepper on it that our eyes started to drink, the food here was decent, not good.","[[19], [3, 4]]"
The menu is very limited - I think we've counted four or five entries.,[[1]]
"We ordered the special, grilled branzino, which was so full of bones that it was hard to eat.","[[4, 5]]"
"The decor of this place is very similar to a restaurant and the kind of place you'd expect in the East Village -- not romantic, just simple, small and sparse.",[[1]]
The problem is that nothing is particularly memorable about plums.,[[9]]
Our family never expected such an incredible conversation to take place in a restaurant.,[[13]]
The food was great too!,[[1]]
And really big portions.,[[3]]
The staff was the nicest thing I've ever seen in New York.,[[1]]
"If you really want something different than Jekyll and Hyde, try it.","[[7, 8, 9]]"
"The food was quite traditional, but it was hot and good with large portions.","[[1], [13]]"
The characters are a really pleasant experience.,[[1]]
But the food is what you might expect.,[[2]]
I think Jackl and Hyde T is one of those places where you get to have fun.,"[[2, 3, 4]]"
"The service was slow and I had to wait to order and get food, even though it wasn't crowded.",[[1]]
- There are far too high prices.,[[0]]
"The food was not good, it wasn't worth waiting or making another visit.",[[1]]
It's a great place for pizza lunch.,[[5]]
The service was quick.,[[1]]
The pizza was great.,[[1]]
Have some ice tea.,"[[2, 3]]"
"If you need a sushi fix, Mizu will be there with high-quality fish and great service.","[[12], [15]]"
"Delivery is fast, too.",[[0]]
Great friendly service fast seating fast delivery excellent sushi,"[[2], [4], [6], [8]]"
It's by far the best bagel in New York.,[[5]]
"Bagels are always warm, soft inside, crisp and huge outside.","[[0], [0]]"
You have a wide selection of different cream cheeses and all their salads are great.,"[[12], [7, 8]]"
Lox is always fresh.,[[0]]
Not impressed by the food,[[4]]
Too high prices for this tight and unattractive restaurant,"[[8], [8]]"
I thought this place was totally overrated.,[[3]]
"The ambience was nice, but the service wasn't so good.","[[1], [6]]"
This is the best Shabu Shaba restaurant in the Tri-State area.,"[[4, 6]]"
I've been living in Japan for seven years and the taste of the food and the feel of the restaurant is like coming back to Japan.,"[[13], [16]]"
Thius is a must for anyone who loves Shabu-shabu.,[[8]]
"The atmosphere is nothing special, but it feels like a sushi establishment in Tokyo.",[[1]]
The owner and staff are all Japanese too and that adds to the whole atmosphere,"[[1], [3], [14]]"
"Despite a slightly limited menu, everything is perfect, ultra-fresh and a work of art in the kitchen.",[[4]]
This is delicious!,[[0]]
Prices were low compared to the quality of services and food.,"[[8], [10]]"
"The location and the ambiance are fine, but the food is what balances it.","[[1], [4], [9]]"
Try green curry with vegetables,"[[1, 2, 3, 4]]"
"The service is fine, some people didn't get what they wanted.",[[1]]
I had the best ravioli ever.,[[4]]
"The wine, the service was very good.","[[1], [3]]"
This picturesque and romantic Trattoria is at the top of my restaurant list.,"[[4], [4]]"
The food is delicious - from the specialties to the regular menu - the dishes are never a disappointment.,"[[1], [14], [7], [10, 11]]"
"Whether it's the Parmesan Porcini Souffle or the lamb with balsamic vinegar, you're being transported to northern Italy with a bite.","[[3, 4, 5], [8, 5, 9, 10, 11]]"
"The tables are tightly packed, but the quality of the food and the service compensate for the light burns.","[[17], [10], [13], [1]]"
"I've known about this secret for 13 years, Emilio, the father, continued to serve food and wine to the gods at deadly prices.","[[14], [16], [14], [16]]"
"When you go, try the Marinara/Arabiatta sauce and the M Mozzarella en Carozza's mmmmmmmm... everything is just delicious.","[[5, 6], [10, 11, 12]]"
Look at the secret back room .,"[[4, 5]]"
"Thank you, Emilio.",[[1]]
I always found the service and the value of the food exceptional.,"[[10], [4]]"
The food was authentic.,[[1]]
The service was excellent - friendly and attentive.,[[1]]
Very good wine selection,"[[2, 3]]"
Who's got room for the best pizza in New York?,[[6]]
You have the pepperoni and a family-style salad .,"[[3], [6, 6, 7]]"
Great staff,[[1]]
Always a great service .,[[3]]
"The food is good, I can't lie.",[[1]]
But the staff was so terrible for us.,[[2]]
The hostess and the waitress were incredibly rude and did everything they could to push us out.,"[[1], [4]]"
"We were going for dessert, but the waitress thought about the bill before we had a chance to order.",[[7]]
"This place is expensive, and yes, the food is worth it, but the service makes you feel like you should pay a quarter of the price.","[[1], [7], [13]]"
Amma is nothing special.,[[0]]
I ate here a week ago and found that most dishes are average and too expensive at best.,"[[10], [10]]"
They don't eat tamarin for vegetarian dishes. They're just not on the level of N-need-veg selection.,"[[5, 6], [14, 15]]"
"The decor is nice, but the service can be spotty.","[[1], [6]]"
It's always full.,[[0]]
"And most of all, the food is excellent.",[[5]]
Try the bass,[[2]]
"First and foremost, the Dals-Bukhara rocks.","[[4, 4]]"
I'm glad I made the food.,[[5]]
"And yes, Dal Bukhara is so good and so are all kababs.","[[11], [2, 3]]"
Haru at Park's is just disgusting.,"[[0, 1, 2, 2]]"
The fish was not fresh and the rice tasted old and outdated.,"[[1], [7]]"
This is the worst sushi I've ever tasted.,[[4]]
"Honestly, the worst sushi my husband and I have ever had in our entire lives.",[[3]]
I don't know why this restaurant is so rated.,[[5]]
The all-you-can-eat sushi is definitely in very poor quality.,"[[1, 2]]"
limited menu of ingredients not as fresh,"[[1], [3], [6]]"
"The only things you could really try were the highly salty soy sauce (also low in sodium), the sour rice and the shah on the fish.","[[11, 12], [19]]"
The waiters are nice.,[[1]]
I've been to Ruth twice and both times were very disappointing.,[[0]]
"Both times I was very disappointed with the service, which was rude.",[[8]]
"Dinner was fine, nothing I had left.",[[0]]
"I had her eggs I had for brunch, which were the worst in my entire life, and I tried to remove the Hollondaise sauce completely.",[[3]]
"The theater was two blocks away , and we had a delicious meal in a nice room .","[[12], [16]]"
The service was attentive.,[[1]]
The planet Thai is great!,"[[1, 2]]"
"We love the food, the drinks, the atmosphere.","[[3], [5], [7]]"
"The SVC can be a little rude sometimes, especially when you have a large group, but in general, the restaurant is a must!","[[1], [19]]"
"Try the Pad Thai, it's fantastic and the prices are so cheap.","[[2, 3]]"
"Just because it's cheap doesn't mean the portions are small or the food is bad, it's great!","[[7], [12]]"
"Besides, the sandwiches (almost $7) were not with chips or a side.","[[2], [2]]"
Chennai Garden is my favorite restaurant in the city.,"[[0, 1]]"
You have authentic Indians at Amazon prices.,"[[3], [3]]"
This restaurant is vegetarian; there are no meat dishes at all.,[[8]]
The seats are uncomfortable when you sit on wooden benches on the wall.,[[1]]
"It's a pretty tight, businessy restaurant and closes early.","[[5], [5]]"
Patroon has a nice cigar bar and a great staff.,"[[4, 5], [9]]"
The food is delicious and the portion sizes are reasonable.,"[[1], [6, 7]]"
This is a nice restaurant if you're looking for a good place to organize an intimate dinner with business partners.,[[4]]
Not a good place for families or general restaurants.,[[3]]
I love this place.,[[3]]
The food is excellent.,[[1]]
Fish is so fresh.,[[0]]
The waiters are very friendly.,[[1]]
Love to Yuka,[[2]]
The Mermaid Hotel is a good restaurant with really good seafood.,"[[10], [1, 2]]"
"The menu is limited, but almost all dishes are excellent.","[[1], [7]]"
The lobster sandwich is good and the spaghetti with shells and shrimp is great.,"[[1, 2], [7, 8, 9, 10, 11]]"
The service is good and the ambience is good for a date or a group vacation.,"[[1], [6]]"
The only setback in this restaurant is the prices.,[[5]]
"Although it's a good seafood, the prices are too high.","[[4], [4]]"
"The lobster sandwich costs $24 and although it was good, it wasn't nearly enough to justify that price.","[[1, 2], [1, 2], [1, 2]]"
"The food was delicious (I had a Halibut special, my husband had a steak and the service was top notch.","[[1], [7, 8], [13], [16]]"
"When my dessert came in, there was a candle in it -- not because someone asked for one -- but because the waiter saw me open my birthday card and gift, and said he knew it was a special occasion.",[[22]]
That's really the sign of a careful waiter.,[[7]]
"I highly recommend the restaurant, based on our experience last night.",[[4]]
"We ate at this Thai restaurant after the ratings, but very unhappy with the food.",[[14]]
We thought there was too much msg in the food.,[[9]]
I recommend jellyfish d. drunk chicken and the soup cakes sure s.,"[[2, 2], [4, 5], [8, 9]]"
The food is so cheap and the waiters are nice.,"[[1], [7]]"
"I've done it a lot for a few years now, and the food is still excellent.",[[12]]
Cheese is a diverse pleasure and a great deal for $10.,"[[0, 0], [0, 0], [0, 0]]"
The wide selection of Bruschetta P Panini tramezzini keeps the palate from stagnating.,"[[4], [6], [7]]"
