sentences,labels
"With the variety on the menu , I eat here a lot and I never get bored .",[[5]]
"The weather isn't good, but I think that's how they keep prices down.",[[1]]
It 's all about food !,[[4]]
"At first , it took us a long time to find the place .",[[12]]
"But when I looked at the list, there weren't many options, most of them were bombs in the appetizer.",[[6]]
"Those tablets were big, but not good and the sushi wasn't fresh.","[[1], [8]]"
"Try the tuna shell, it's going to die.","[[3, 2]]"
They went here to enjoy the wall.,"[[5, 6]]"
"The food was amazing, and the service was quick and useful, but it wasn't cold or rushed.","[[1], [6]]"
"Random meat is a great bet, they make it for you on the table.",[[1]]
"Still some nights inside the restaurant were very warm, but the open kitchen is part of the charm.","[[5], [11, 12]]"
"Great wine options, giondas are worth the price, and homemade champagne is a great deal.","[[1, 2], [3], [9, 10]]"
"It may be a little crowded on the weekends, but the mix is good and it's the best French food you'll find in the area.","[[11], [18, 19]]"
"I recommended the house to my friends, always getting a good response.",[[3]]
"- The only pizza in New York that shouldn't have extra packing - the shell tastes like the best, fresh bread!","[[3], [14]]"
I 'm taking all my guests from New York to WT .,[[1]]
"I don't know where the former referrer was, alone, having dinner, but Saul's in a great neighborhood and he has great food!","[[16], [21]]"
"I highly recommend it for special circumstances, it provides intimate preparation and nice service.","[[10], [13]]"
"I don't know where the other reviewers eat, but it looks like we've been to different restaurants because my friends and I all enjoy Mezo so much.",[[24]]
Make sure you have a taste for hot candy .,"[[7, 8]]"
"The molasses were excellent, and the ravioli was so epic!","[[1], [0, 6]]"
My mom took it on Mother's Day. The manager was so rude.,[[8]]
The little candy was only $8 a bit too much.,[[2]]
The drinks are always well made and the wine selection is affordable .,"[[1], [8, 9]]"
Try their own cook food. They die for it.,"[[2, 4]]"
"The service isn't exactly five stars, but that's not really a big deal.",[[1]]
The bedroom downstairs is always a good attraction.,"[[2, 1]]"
Raja is a romantic and comfortable restaurant.,[[0]]
The strange food is beautifully served and is enjoyed in delicious blends.,"[[1, 2]]"
The staff is very helpful and communicative .,[[1]]
The bar is full of interesting beer and good-priced wine.,"[[1], [6], [9]]"
"When we found Leon , we thought we found some big jewels , but we were definitely wrong .",[[3]]
"The waitress moved our table to the bathroom, and when she asked us to cancel our dinner orders because we didn't want to eat sitting on the bathroom, we were told no...",[[1]]
"Hard service, medical food. There's plenty of restaurants in New York. Stay away from this.","[[1], [3]]"
I had a good time at Jekyll and Hyde .,"[[6, 7, 8]]"
"I loved everything about her , especially the shows and the actors .","[[8], [11]]"
Our servant was very helpful and friendly.,[[1]]
The food was good too.,[[1]]
The tuna and the sausage are excellent.,"[[1], [3, 4]]"
The outdoor atmosphere sitting on the sidewalk watching the world go over 50 feet on 6th Street on a cold night was amazing.,"[[1, 2]]"
The service was quick and polite.,[[1]]
"Great service , great food .","[[1], [4]]"
Delicious pizza - they use fresh mozarela instead of the cheap frozen crushed cheese common in most pizzas.,"[[1], [5, 6]]"
"Complaints: Their choice of drinks smells good, it would be good to have some muzzarrilla on the menu.",[[4]]
"White's staff don't appreciate your work, but it's the best pie on earth!","[[0, 1], [10]]"
Best salad I ever had in a fast food restaurant .,[[1]]
"Good food, quality restaurant.",[[1]]
"One last Sunday afternoon, my friend and I accidentally found this great restaurant on our way to see the Pulitzer Prize winning game of doubt.",[[12]]
"The chicken pie is excellent, the cheese is big and nervous, and the service is professional.","[[1, 2, 2], [6], [13]]"
The staff is not stupid.,[[1]]
The food choice rule.,[[1]]
"When I lived in the northern part of the state for a while, I bought bagels and they're frozen, and they're still better than any other.",[[15]]
It's worth a visit to the 1st Ave location because it's the original store.,"[[6, 7, 8]]"
"He gave me a manuscript I've never had, and let me tell you... it was heaven!",[[4]]
The sake list should not be ignored.,"[[1, 2]]"
Try the monkey tricki and the special rose.,"[[2, 3], [7, 6]]"
"The service was very good -- fast, humble, uninterrupted.",[[0]]
"The food was also very good, considering we tried to pick a budget (although I wish the pig's belly I ordered was a little longer, even the fat was more of an experience than melting in your mouth).","[[1], [17, 18]]"
Choosing a good wine list and wine through the glass was generously filled to the top.,"[[3, 4, 0], [6]]"
"The traditional French decor was fun, even though the hall was noisy - the restaurant was full and we had to raise our voices to keep the conversation going.","[[0, 2, 3], [9]]"
"I've been to Coffee Space maybe five or eight times, and it's probably still the best Indian restaurant around Union Square.","[[3, 4]]"
"To sum it up: The service varies from good to average, depending on the waiter you get; generally it's just average well.",[[4]]
"The food is usually very good, although I sometimes wonder about the fresh mess of raw vegetables in side orders.","[[0], [15, 16, 17, 18, 19]]"
"The decor is museum-like and eye-catching with many semi-private apartments on the right side of the dining hall, which are great for a date.","[[1], [8, 9]]"
I was never disappointed in Red Eye.,"[[5, 6]]"
"The first time I went, and it was quite taken by the live jazz band and the air, I ordered the authority copper cup.","[[12, 13, 14], [17]]"
It's simply the best meal in New York.,[[4]]
You can't go wrong with a red-eyed barbecue.,"[[6, 6, 7]]"
"If we were moving up the East Side, we'd really miss this restaurant.",[[12]]
"The restaurant is nice, but not great.",[[1]]
Food is diamond in raw color . Food is delicious and homemade with the perfect balance of herbs and tomatoes .,"[[0], [15, 16, 17, 18, 19]]"
We had a great time at Jekyll and Hyde's last night.,"[[6, 7, 8]]"
"After we really enjoyed the bar, we sat down at the table and had dinner.",[[5]]
The servant was very kind and offered us food and drink with a smile.,[[1]]
The decoration of the place and the hidden bathroom made a good laugh.,"[[1], [7, 8]]"
"I highly recommend visiting this restaurant , having dinner and a drink .",[[5]]
"If you're the kind of person who likes to be scared and have fun, this is a great place to go and eat.",[[18]]
"My husband and I thought it would be great to go to Jekyll and Hyde for our birthday, and suddenly it was great.","[[12, 13, 14]]"
"I had over 100 different beers to serve to guests so it made my husband very happy and the food was delicious, if I had to recommend a dish it would have to be a tortiline buckwheat.","[[5], [19], [35, 35]]"
Please follow my advice. Go try this place.,[[7]]
The bargain was huge.,[[1]]
The workers there also carry the bagel with cheese cream (sounds a little messy).,[[6]]
"It was my first time at St. Barth's and I must say, the food and service were delicious.","[[13], [15]]"
I must highly recommend the lozer . You can 't see it was a fresh lozer .,"[[5], [15]]"
"And the other guests enjoyed the pizza, the snack, the fish, the chips.","[[6], [8], [10, 11, 12]]"
"I highly recommend Cafe St. Barth because of their food, atmosphere and great service.","[[9], [10], [13]]"
All the staff are totally professional!,[[2]]
This restaurant was overrated.,[[1]]
It was so much fun and so full of oil.,"[[4, 5]]"
The cakes and fries were not unusual.,"[[1, 3], [3, 1]]"
Service was the only good thing about this restaurant.,"[[0], [8]]"
"Inside it was boring, the sushi was below average, the tuna was wet and the other foods were tasteless.","[[5], [10], [16]]"
Bad Ping is delicious and everything else is great.,[[1]]
"The price is reasonable, even though the service is bad.",[[7]]
"The fresh restaurant was amazing. The food was delicious, and of course fresh.","[[1, 2], [6]]"
Take off your hats for the cook.,[[6]]
"The salad is delicious, and satisfying, and very addictive.",[[1]]
We had some fried Pam and it was great.,"[[2, 3, 4]]"
"It's nice weather, lots of people.",[[2]]
I didn't doubt it. I loved the weather so much.,[[7]]
"The weather is very nice and strange, good for business even though we were there on vacation.",[[0]]
The salad was great.,[[1]]
Although we were looking for regular sauces and some of the nut breeds I got were great.,[[6]]
"The ingredients are organic, and it's a real benefit to me.",[[1]]
"That 's some very good sushi , and it 's not expensive .",[[5]]
"Martian tuna is huge, and perhaps the best you can eat at that price.","[[0, 1]]"
The yellow tail was particularly good too.,[[1]]
"I have reservations about the deal that you can eat, however, the options are very limited and you can probably order more food than you can eat for under $18 by going off the menu.","[[6, 7, 8, 9, 5]]"
"Anyway, this is a place I'll be stopping again when I'm in this part of town.",[[4]]
Big Wong gets big rewards for a good company.,"[[0, 1]]"
"They have everything - great price , food , service .","[[7], [9]]"
The atmosphere is noisy and the helpful are literally roaming around doing things as fast as they can.,"[[1], [6]]"
"They also give great food, and they also give high-quality oak tools.",[[4]]
This place is always crowded and famous.,[[1]]
I enjoyed the nice C-section while my wife was eating the rocola and the homemade cheese.,"[[4, 4], [11, 12, 14, 15]]"
We both picked a pasta dish and they served it on time and fresh.,"[[4, 5]]"
"We finished the Teramisu chocolate cake, and they were both delicious.","[[3], [4, 5]]"
I went to this restaurant recently with some of my coworkers for lunch and I had a great time.,[[4]]
The staff were staying and the food was very tasty and the place was beautiful.,"[[1], [6], [12]]"
We even visited the manager who wanted to make sure we were having fun.,[[4]]
Sometimes I get good food and good service.,"[[4], [7]]"
Sometimes I get bad food and bad service sometimes I get good service and bad service.,"[[4], [7], [12], [15]]"
The place is a bed means: simple dishes and wine are efficiently served in a disturbing atmosphere .,"[[7], [9], [16]]"
"And where Patties goes wrong, not where.",[[2]]
And it's evaluated on these terms.,[[1]]
"Right in Brooklyn . That 's a nice , comfortable place with a good pizza .","[[10], [14]]"
My friend brought a mushroom pizza that tasted better.,"[[4, 5]]"
"Sangria was so fresh and good on a hot, burning day.",[[0]]
"It's kind of a small place, but I think if it's not too busy, it might fit a group or kids.",[[5]]
"I started with Pompeii, a beer that was big enough for two people.","[[3, 5]]"
"The service was slow, but the people were friendly.","[[1], [6]]"
It's a nice place to relax and talk.,[[3]]
- The food is original Italian. - It's delicious!,[[2]]
"Pizza is great, and so is the professional pasta.","[[0], [6, 8]]"
The air is great and the service is clean .,"[[0], [6]]"
I'm still mad that I had to pay for the bad food.,[[11]]
"The meat was like lead and the tuna was tasteless, not to mention as if it had just been slaughtered.","[[1], [7]]"
The service was terrible too and the weather wasn't so bad.,[[1]]
I go and eat in many different restaurants and this is one place you have to go and try.,[[12]]
This is the first time I've written a restaurant review because the food and service were excellent.,"[[12], [14]]"
The Felt Meaghan dish was great.,"[[1, 2, 3]]"
It 's a nice little restaurant .,[[5]]
I love this place so much !,[[3]]
The sushi is amazing!,[[1]]
Very reasonable and a perfect environment .,[[5]]
We ordered some meat and candy from the Thai section of the menu but we didn't get anything that was Thai.,"[[3, 4, 5, 5]]"
We're not going back to this place for a good meal.,[[10]]
"Still, I think this place is a good place to hang out.",[[4]]
My friend and I found this place jumping last night and we had a great time!,[[6]]
"Pizza and wine are excellent service too, but what really made this place special was the dining area in the backyard.","[[0], [2], [5], [20, 16, 17]]"
Look at this place .,[[3]]
"First, this place isn't romantic, as Citysearch's editorial claims.",[[2]]
"The tables are so full, the menu is typical of any Italian restaurant, and the wine list is so high.","[[1], [6], [15, 16]]"
A little above average wine starts at $70 + with just one option listed at $30 +,[[0]]
The service is not what you would expect from a joint venture in this price range.,[[1]]
Somehow working on Italian magic with a thousand constant graces is not a proper service.,[[14]]
"To be fair, the only credible factor was food, which was above average, but it couldn't make up for all the other Theodore deficiencies.",[[8]]
One of our meals was unedible - very wild and / or made of strange starch or orange flavor .,"[[3], [15, 16, 17, 18]]"
The fish was over-priced .,[[1]]
"Nice place, nice service worker but I'm not going back there.","[[1], [3, 4]]"
"- Someone else recommended candy. - She left us that, too.",[[4]]
One of us actually liked the espresso.,[[6]]
You skip this restaurant. It's a big disappointment.,[[3]]
Meaghy is one of my favorite restaurants in town where negative reviews describe the sound as if it were somewhere else.,[[0]]
I 've never seen such bad service before . Fresh fish taste good .,"[[6], [10]]"
A ton of a ton is to die for.,"[[1, 4]]"
"I'm from a family of pizza owners, and I'm almost ashamed to say that pizza at Furno is blowing my family's receipt away.",[[14]]
"It 's a great place , and the service is quick and reckless .","[[4], [8]]"
I highly recommend anyone try this place.,[[6]]
A restaurant that tries to do nothing but serve great food with great service in a nice atmosphere .,"[[10], [13], [17]]"
There's no trick in this. Food speaks for itself in its taste and preparation.,[[5]]
The dining room is nice and quiet with no screaming music.,"[[1, 2]]"
"The service was not a proof-of-concept, and the staff knew what they were doing, knew the menu, served your food, and met your needs.","[[1], [8]]"
"When I looked around, I saw a room full of New Yorkers having real food in a real restaurant, not a club of amazing people trying to see it.","[[14], [18]]"
"The view is amazing , the service is first class , the weather is great .","[[1], [6], [12]]"
The staff is providing a service that cannot be cancelled.,[[1]]
I had a rooster ball cake and there were two ounces of rooster balls from Maine.,"[[3, 5]]"
"My friend had a shopper in New England . It was good , but I think the prize should go to the cardamom .","[[6, 7, 4], [22, 22]]"
My friend had a great rib. He was good.,"[[4, 5]]"
"We didn't need a bottle of bubble on weekdays, so each of us got a little bottle of corbet.","[[16, 17, 18]]"
My wife and I had dinner here earlier this week and we didn't stop coughing and talking about food.,[[18]]
"If you like Martian food , get the Fendalo chicken .","[[9, 8]]"
Go on the plane for first-class service and delicious food.,"[[6], [9]]"
The big part is the waitresses always surprise us with a different start.,"[[2], [5]]"
The wine list is excellent.,"[[1, 2]]"
The food is amazing... especially if you get a chef's tasting list and a can of (or two!) your favorite wine from a wide variety of wines.,"[[1], [9, 10, 11], [24, 25, 26]]"
"It's a small, connected place, and you might feel a little bit cranky, but the service is great and great for friends outside, or a romantic date, or a special occasion.","[[4], [15]]"
"Food may be expensive, but the price list is the best food at a good price, and they work to eat for any food allergy or food they don't like.","[[0], [7]]"
"Except for the lemon salad, which had a lot of pepper until our eyes started calling, the food here was decent, not great.","[[3, 4], [17]]"
The list is very limited. I think we've got four or five more.,[[1]]
"We ordered the special roasted kitchen that was so full of bones, it was hard to eat.","[[4, 5]]"
"The decor here is a very restaurant and a kind of place you'd expect in the East Village -- not romantic, just simple, small, rare.",[[1]]
This place is so fun.,[[1]]
Our family never expected such amazing entertainment at a restaurant .,[[9]]
"Our food was great, too.",[[1]]
It 's a big meal .,[[4]]
The staff were the most friendly business I 've ever seen in New York .,[[1]]
"If you really want something different from Jekyll and Hyde's experience,","[[7, 8, 9]]"
"The food was very traditional, but it was hot and good, and a lot of it.","[[1], [15]]"
This place is so fun.,[[1]]
The characters make for a really fun experience.,[[1]]
But food is what we can expect.,[[1]]
"Still, I think Jekyll and Hyde is one of those places that's fun to do once.","[[3, 4, 5]]"
The service was slow and I had to wait for food despite the lack of crowds.,[[1]]
Drinks are too much.,[[0]]
The food was good. Not good. Not worth waiting or visiting again.,[[1]]
This is a great pizza for lunch.,[[4]]
The service was fast.,[[1]]
The pizza was great.,[[1]]
Have some iced tea .,"[[2, 3]]"
"When you need to apply sushi, Meizu will be there with high-quality fish and great service.","[[12], [15]]"
Delivery is quick too.,[[0]]
"Friendly service, quick seating, quick delivery, and excellent sushi.","[[1], [3], [5], [8]]"
A-E-Begle (either by the downtown or downtown) is the best begle in New York.,[[10]]
"The beetle is always warm, soft on the inside, very light on the outside and huge in size.",[[1]]
They have a huge variety of cream cheeses and all the varieties are great.,"[[6, 7], [11]]"
And the ham is always fresh too.,[[2]]
The food wasn't impressed.,[[1]]
"Prices are too high for this tight, unattractive restaurant.",[[8]]
Zero air to activate.,[[1]]
I thought this place was totally overrated.,[[3]]
"The air was nice, but the service wasn't great.","[[1], [6]]"
This is the best Chapo Chapo restaurant in the Tri-State area.,"[[4, 6]]"
"I've lived in Japan for seven years, and the taste of food and the feel of the restaurant is like coming back to Japan.","[[11], [14]]"
"This is a must for anyone who loves young, young.",[[8]]
"The atmosphere is not very nice, but it looks like a sushi restaurant in Tokyo.",[[1]]
"The owner and the staff are all Japanese too, which adds to the whole atmosphere.","[[1], [4], [14]]"
"Despite a slightly limited list, all that is prepared is complete, very fresh and artworked food.",[[4]]
Very fresh .,[[0]]
Prices were cheap compared to the quality of service and food.,"[[8], [10]]"
"The location and the weather are good, but the food is all about it.","[[1], [3], [9]]"
Try the green curry with the vegetables.,"[[2, 3, 4, 6]]"
Good service. Some people didn't get what they asked for.,[[1]]
I ate the best ravioli ever .,[[4]]
The wine service was very good too.,"[[1], [2]]"
"This romantic, great restaurant is at the top of the Manhattan restaurant list.",[[3]]
"The food is delicious - from the recipes to the regular menu, the dishes never disappoint.","[[1], [7], [10, 4], [13]]"
"Whether it's a Parmesan pork soup or a lamb mixed with a plum pork, you'll be transported to northern Italy with one bite.","[[3, 4, 5], [8, 9, 10, 3, 13]]"
"Although the tables may be close, the light of candles, the quality of the food and the service compensate greatly.","[[2], [7], [14], [17]]"
"I learned about this secret 13 years ago, Emilio the teenage father continued to offer food and wine to the gods at deadly prices.","[[15], [17]]"
"If you go, try marinara/arbiata sauce, the mozarela in the carousel is mmmmmmmm... everything is just delicious.","[[4, 5], [7, 8, 10]]"
Check the secret back room .,"[[3, 4]]"
"Thank you , Emilio .",[[3]]
"I found food, service, and value exceptional whenever I was there.","[[2], [3]]"
The food was original.,[[1]]
"The service was excellent, friendly and consistent.",[[1]]
Very good wine choices.,"[[2, 3]]"
Who has a place for chess with the best pizza in New York!,[[9]]
Get pepper - a day - and family salad .,"[[1], [7, 7, 8]]"
A great employee .,[[2]]
Always a great service .,[[3]]
The food is good. I can't lie.,[[1]]
But the staff were too terrible for us.,[[2]]
The hostess and the utility were very rude and did everything in their power to get us out.,"[[1], [4]]"
"We were planning on getting the candy, but the waitress basically passed the bill before we had a chance to order.",[[9]]
"This place is expensive, and of course, the food is worth it, but the service makes you feel like you have to pay a quarter of the price.","[[1], [8], [14]]"
I ate here a week ago and found that most dishes are average at best and very expensive.,[[10]]
"Don 't eat in Tamarin for vegetarian dishes , they 're just not on par with non-vegetarian choices .","[[6, 7], [16, 17]]"
"The decor is beautiful, although the service can be intermittent.","[[1], [5]]"
This place is always loaded.,[[1]]
"And most importantly, the food is excellent.",[[4]]
Try the sea.,[[2]]
"First, the bucharest rocks.",[[2]]
I'm glad I made the food was great.,[[5]]
"And yes , Dal Pokhara is very good , and so are all the Kabbalahs .","[[3, 4], [14]]"
Harrow in Park is disgusting .,"[[0, 1, 2]]"
"The fish wasn't fresh, and the rice was old and old.","[[1], [6]]"
"Honestly, this is the worst sushi I've ever tasted.",[[5]]
"Honestly, the worst sushi my husband and I have ever had.",[[3]]
I'm not sure why this restaurant would be so popular.,[[5]]
A sushi that could definitely be eaten in very poor quality.,"[[6, 1]]"
"Limited list , no very fresh ingredients , thin fish , separate rice .","[[1], [6], [9], [12]]"
"The only things you can taste are very salty soy sauce (even low in sodium), pork-dried rice, and pork on fish heads.","[[9, 10], [16]]"
But the staff is nice.,[[2]]
"I went to Ruth's house twice, and both times, it was a disappointment.",[[3]]
"Either way I was very disappointed with the service, which was rude at the border.",[[8]]
"Dinner was fine, nothing I would eat again.",[[0]]
"I ate their Benedict eggs at lunch, and it was the worst in my whole life, I tried to get rid of Dutch sauce completely, that's what I failed to do.",[[4]]
"With the theater two minutes away , I had a delicious meal in a beautiful room .","[[11], [15]]"
The service was ready.,[[1]]
The Thai planet is beautiful!,"[[0, 1]]"
"We love food, drink, and air.","[[2], [3], [5]]"
"The old forum can be rude sometimes, especially if you have a big group, but generally the restaurant is a must!","[[1], [2]]"
Try Bud Thailand. It's great and it's very cheap.,"[[1, 2]]"
Just because it's cheap doesn't mean the little part or the food is bad. It's great!,"[[8], [11]]"
"Also, the sandwiches (about $7) didn't come with anything like chips or side dishes.",[[2]]
"Eating in the air eases it, but in your office, it's a very disappointing experience.",[[3]]
The Chennai Garden is my favorite Indian restaurant in town.,"[[0, 2]]"
They have a native Indian for an Amazon price.,[[4]]
"This is a vegetarian restaurant, no meat dishes at all.",[[7]]
Seats are uncomfortable if you're sitting on a wall on wooden chairs.,[[0]]
"It 's a very busy restaurant , too tight , too early to close .",[[5]]
Patron has a nice cigar bar and a great staff.,"[[4, 5], [9]]"
The food tastes and the size of the part is right.,"[[1], [8, 5]]"
This is a nice restaurant if you're looking for a good place to host a private dinner meeting with business partners.,[[4]]
Not a great place for family or public food.,[[3]]
I love this place.,[[3]]
The food is excellent.,[[1]]
The fish is too fresh.,[[1]]
The regular staff is very friendly .,[[2]]
I like Yuka .,[[2]]
Hospital Hospital Hospital is a good restaurant in general with very good seafood.,"[[1, 2], [12]]"
"The menu is limited, but almost all dishes are excellent.","[[1], [7]]"
Ball sandwich is good and spaghetti with pickle and shrimp is great.,"[[0, 1], [5, 6, 7, 8, 9]]"
Good service and good weather for a date or a group trip.,[[1]]
The only backdrop in this restaurant is the prices.,[[5]]
"Although it's good seafood, the prices are too high.",[[3]]
"The $24 ball sandwich, and although it was good, it was almost not enough to justify that price.","[[2, 3]]"
The food was delicious . I had a special blend . My husband was eating a steak .,"[[1], [9, 8], [16]]"
When the candy came in there was a candle in it not because someone asked for it but because the waiter must have seen me open my birthday card and my gift and he knew it was a special occasion of some kind.,[[20]]
I highly recommend the food based on our experience last night.,[[4]]
"We ate at this Thai place after the auditions, but we weren't very happy with the food.",[[16]]
We thought this place used a lot of food files in the food.,[[12]]
"I recommend the fish , the chicken , the red peas , and the fried blue carbon .","[[3], [6], [10], [14, 15, 16]]"
The food is very cheap and the servants are nice.,"[[1], [7]]"
"I've been eating at Eno for years, and the food is still excellent.",[[9]]
Cheese is a variety of fun and a great deal for $10.,"[[0, 0]]"
"The large collection of prosthetics , panini , tramycin maintains standing in the mouth .","[[4], [6], [4]]"
"The burgers, pepper oil, the Parmesan brochure is the winner!","[[1, 2, 3, 5, 6]]"
"The wine list is wide, not too expensive.","[[1, 2]]"
"Make sure you experience the budget, and always delicious, allocations.",[[9]]
I loved this place !,[[3]]
I was hesitant to write a review because the atmosphere was so great and I hate it when it gets so crowded.,[[9]]
"The food was very good, a lot, and the place itself was great.","[[1], [9]]"
"The cleaners are so friendly, they make you feel like you're eating in a friendly little European town.","[[1, 1]]"
