sentences,labels
"Last time I went, we were sitting at a table in a hallway by the kitchen.",[[9]]
A good selection of wines ranging from the most affordable to the highest.,"[[2, 3, 4]]"
"A good restaurant in general, with classic Italian luxury decor.","[[7, 9]]"
I wasn 't impressed with the food .,[[6]]
The whole dinner experience was wonderful!,"[[2, 3]]"
The selection of wines (by glass and bottle) is wonderful and I always recommend that friends make a reservation if they are going to be in town.,"[[3, 1], [18]]"
The service is very refined: our seat was delayed 35 minutes after our reservation and the teacher apologized and kept us informed of the progress.,"[[0], [13], [16]]"
"Ordering the banging duck, it's fantastic.","[[2, 3]]"
"The food is usually very good, although I occasionally wondered about the mess of raw vegetables in secondary orders.","[[0], [14, 15]]"
"Apart from serving two people, it's great.",[[2]]
They have a real Indian at Amazon prices .,"[[4], [7]]"
- a relaxed and elegant atmosphere.,[[1]]
"Luckily , we 've saved up space for salmon , seafood and crunchy duck .","[[8], [10, 10], [12, 13]]"
"Yeah, they use high ingredients, but even high ingredients don't make a good pizza unless someone knows how to make the right crust.","[[4], [8], [13], [22]]"
"And yes , Dal Bukhara is so good and all the kababs too .","[[3, 4], [11]]"
I'm looking forward to eating here again.,[[4]]
I came here as a kid and I always come back for taste .,[[12]]
Tuk is one of those cozy neighborhood places where you 'll always have a good meal at a fair price .,"[[15], [19]]"
"A glass of leaping lizard, a glass of proseco, and the mosquitoes had everything happy.","[[1, 2, 3, 4], [6, 7, 8], [11]]"
"The food was medium and the cream of the burro was horrible - the sugar was charred, not caramelized and smelled like kerosene.","[[1], [6, 5], [14]]"
The food always tastes fresh and is served quickly.,"[[1], [7]]"
The pizza here is delicious.,[[1]]
"The pizzas and garlic nuts are also great, I ask for them quite often and delivery is always super fast!","[[1], [3, 4], [15]]"
"For a good Chinese meal nearby, you have Wu Liang Ye and Grand Sichuan a block away.","[[3, 4]]"
But who says Murray is a service thing ?,[[6]]
"This place is very modern but they've forgotten the most important part of a restaurant, the food.",[[16]]
Get rid of the chef .,[[4]]
"Service could be improved but in general this is a place that understands the importance of the little things (the heavy, black teapot, which looks old, for example) in the restaurant experience.","[[0], [22]]"
"Pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, crushed cheese common in most pizzeria.","[[0], [6, 7], [14]]"
It's a great place to relax and the food is one of the best in New York City.,"[[3], [8]]"
"The service is nice, and I've never had any trouble getting in and getting a table.","[[1], [13, 14, 15]]"
"The atmosphere was full , but it was a big scalpel atmosphere .","[[1], [10, 11]]"
"First, the waitress was completely careless the 2 times we saw her at a restaurant with 6 tables and got our order wrong.","[[2], [17]]"
The food was soft and greasy.,[[1]]
"What's even better, is that the prices are very affordable too, and the food is really good.","[[6], [13]]"
The fish is fresh but the variety of fish is nothing out of the ordinary.,"[[1], [6, 7, 8]]"
"Our favorite food is a pesto pizza , homemade salad and a good bottle of wine .","[[2], [5, 6], [9], [13, 14, 15]]"
"And Kruno, the liquor manager is the best bartender I've ever met.","[[3, 4], [8]]"
"The atmosphere and the funky music, which I like.","[[0], [5]]"
"Food, drinks and service are clearly among the best in town.","[[0], [1], [3]]"
I went there late in the afternoon to eat something bite-sized and reflect on my appointment.,[[8]]
"I understand the area and people who don't need to come here for the romantic and seductive atmosphere or the five-star service with a sommelier and a complex maze of captains and waiters back home - they come for authentic food, tastes, experience.","[[16], [21], [24], [30], [33, 30], [40], [41]]"
"Last time I was here, the waitress didn't come back after taking our order.",[[6]]
Try the tandoori salmon !,"[[2, 3]]"
"Eating in the environment saves you money, but at your desk, it's a very disappointing experience.",[[3]]
"While the space is smaller than most, it's the best service you'll find even in the biggest restaurants.","[[2], [10]]"
I love the atmosphere!,[[3]]
The service was attentive and your menu suggestions were well marked.,"[[1], [6, 6]]"
The other night we had the $30 meal and everything was delicious.,[[7]]
"Even after being kicked out by the famous classless Ray's, Sal has risen again to carry out his paternal uncle's legacy with a smile, true love for his community, and let's not forget the excellent pizza!",[[35]]
"The atmosphere is romantic, but the food is horrible, the service is pathetic, and Gabriella lies about everything she could.","[[1], [6], [10]]"
"There were boiled crabs and despite making a mess, it was very fun and pretty tasty too.","[[3, 2]]"
I had high expectations for this place and I made a reservation a couple of months in advance for a special occasion.,[[11]]
What came to our table burned to the point of being unrecognized and remained hairless.,[[4]]
I had pad thai and noodles were sticky.,"[[2, 3], [5]]"
"So I've never been to M's house, but I've had it delivered a few times.",[[11]]
"Of all the new restaurants on 5th Avenue, this one offers one of the best values for your money.","[[15, 16, 17, 18]]"
"Frankly, when you compare what you can eat here for lunch, in front of McDonald's or many other sandwich shops in the city, there's no comparison.",[[10]]
"The hostess is so rude, she's offensive.",[[1]]
"If you crave Haru's good food, especially the home roll, but can't stand the wait in the building, head to his sake bar across the street!","[[5], [14, 17]]"
"A narrow corridor leads to a small space where there are three small white tile counters, a lot of clutter (bottle piles, cans) and a small counter containing 12-14 entries.","[[2], [7], [15], [26], [29]]"
The food is excellent.,[[1]]
"Juicy beef cooked precisely for their desired ""doneness"" accompanied by salads and sides that don't look like the path to death of leaves.","[[1], [10], [12]]"
"Lunch came with spikes and slaw, no extra charge.","[[0], [3, 4, 5]]"
decent wine at reasonable prices .,"[[1], [4]]"
All conveniently delivered directly to the door.,[[2]]
Even the wine by the glass was good.,"[[2, 3, 4, 5]]"
I'd rather have tried a sky terrace or a water club for that price.,[[13]]
This dish is my favorite and I always have it when I go there and I never get tired of it.,[[1]]
"I also ordered the mojito change, which was out of this world.","[[5, 4]]"
"All right , service .",[[3]]
The only thing more wonderful than food (which is exceptional) is the service .,"[[6], [12]]"
"The food was horrible, actually, horrible.",[[1]]
The udon soup was soy sauce and water .,"[[2, 1], [4, 5], [7]]"
"The anti-paste was excellent, especially the squid, as well as the filling pastes.","[[1], [6], [11, 12, 12]]"
The waitress suggested glasses of wine that fit the food very well .,"[[1], [3, 4, 5], [9]]"
"They may all be at the counter when you place your order, but their food says I love you.","[[6], [14]]"
"We 're very special about sushi and we 're comfortable with every choice that included: ceviche blend , crab pie , sashimi , sushi and rolls , two kinds of sake and banana tempura .","[[5], [15], [18, 16], [21], [23], [25], [30], [32, 33]]"
Try your simple pizza with fresh garlic or pineapple .,"[[2, 3], [6], [8]]"
"Well, the servers are a little bit vague, but there are more than enough servers for the crowd they get -- okay, you just have to make a little effort to get their attention.","[[2], [14]]"
Good luck getting a table .,"[[2, 3, 4]]"
The service is terrible.,[[1]]
"The takeaway menu says you have to be careful of an expanded menu that offers more Italian dishes, I can't wait!","[[1, 2], [12], [16, 17]]"
"I'm not the most experienced person when it comes to Thai food, but my friend who took me there is.","[[10, 11]]"
"Whether there are two people or two hundred people in front of you, the host will take your name and tell you five minutes.",[[14]]
The pizza is good.,[[1]]
Bottles of wine are cheap and good.,"[[0, 1, 2]]"
"I have over 100 different beers to offer to your guests so it made my husband very happy and the food was delicious, if I should recommend a dish it must be pumkin tortilla.","[[5], [20], [28], [32, 33]]"
We didn't get the special dinner until we asked for it.,"[[5, 4]]"
You should eat the crab meat lasagna that is not of this world and the chocolate bread as dessert .,"[[4, 6], [15, 16, 16], [18]]"
"One tip, save space for pasta dishes and never leave until you've taken the tiramisu.","[[5, 6], [14]]"
Very good service and very good prices .,"[[2], [6]]"
I went to a restaurant recently with some coworkers for lunch and I had fun.,[[10]]
"The service was impeccable and discreet, staff knew what they were doing, knowing their menu, presenting their food, and catering to their needs.","[[1], [6], [14], [17]]"
It's the best bagel in New York.,[[3]]
Our food was excellent too!,[[1]]
"The most annoying thing, though, is the fact that servers seem to be trained to generate revenue.",[[9]]
"Take your food, find a bank, and come back with a plate of pastries.","[[2], [11, 12, 13]]"
"Please try the filet mignon, it's the sweetest piece of all time.","[[3, 4]]"
"We were still sitting in the bar drinking the blood, but looking at the bar when we turned around, the $2 had gone.","[[6], [9], [14]]"
You can't miss the sake menu!,"[[4, 5]]"
Drinks are amazing and half off until 8:00.,[[0]]
I've been back to Nha Trang literally a hundred times for the beef cubes.,"[[12, 13]]"
"The service, the selection of wines, the environment are exceptional and deserving of recognition.","[[1], [5, 3], [6]]"
"We quickly sat down because we had reservations, however after that the service was slow.","[[7], [12]]"
"It's really the service, it's good and the waiters are kind.","[[3], [8]]"
"The food was pretty good, but a little tasteless and the portions very small, including dessert.","[[1], [11], [15]]"
"It's far from the street where you're standing, and there's no traffic noise.","[[11, 12]]"
I've lived in Shanghai most of my life and I thought the food was comparable to the Green Bo restaurant there.,[[12]]
"I highly recommend St. Bart 's Coffee for its food , atmosphere and wonderful service .","[[9], [11], [14]]"
This is a good restaurant if you're looking for a good place to organize an intimate dinner with business partners.,"[[16, 16]]"
"All the students at NYU love this place , so it creates a fun , young atmosphere .",[[16]]
The food here does a great service to the name (Cantonese that is...).,"[[1], [10]]"
But nothing stands out in the kitchen.,[[6]]
"Joya used to be a cool place with decent food and a colorful , if not relaxed atmosphere .","[[9], [17]]"
The fixed-price menu is worth every penny and you get more than enough (both in quantity and quality).,"[[1, 1, 2], [15], [17]]"
I've been here three times for lunch and it's one of my favorites in town.,[[6]]
"I took his Benedict eggs for breakfast, which were the worst of my whole life, tried to completely eliminate the hollondaise sauce that was so unsuccessful it was.","[[4, 3], [6], [20, 21]]"
"I work nearby, and they have the best oats in the neighborhood, not a packaged or fast-cooked product.",[[8]]
It's a shame the food wasn't from the same heritage.,[[4]]
"The menu looked good, except for offering Chilean seafood, but the server didn't offer the specials that were written on the board outside.","[[1], [7, 8, 8], [11], [15]]"
"The food was really good, I ate the onion soup and it was one of the best ever.","[[1], [8, 9]]"
"Generally, a solid restaurant and under $40 a serving (including wine), a solid deal too.",[[8]]
"Since it's literally a complete hole in the wall, it's a little intimidating at first, but you get over that very quickly as soon as the friendly staff gets you - don't hesitate to ask for help with what you get.",[[27]]
"Based on the dinner reviews, this is a place I'd reconsider visiting for that, but definitely not for Dim Sum again.","[[3], [18, 19]]"
"It costs an extra $2 to turn a normal roll into an inside and outside roll, but the roll is more than triple the size, and that's not just rice.","[[9], [15], [18], [29]]"
"When he finally did, he couldn't make a gin and tonic... he couldn't find a tonic.","[[8, 9, 10], [15]]"
"The weak sum is fine but it doesn't taste so fresh, and the small dishes don't look as hot as they should (also note the lack of Chinese here).","[[1, 2], [13, 14]]"
"The service is fine, some people didn't get what they asked for.",[[1]]
"If you want a good, authentic Thai, this is not the place to go.",[[6]]
I recommend booking even though we've seen people sitting without one.,[[2]]
The only thing I enjoyed moderately was his chicken-on-grill special with Edamame puree .,"[[8, 8, 9, 10, 11, 12]]"
"If you want roast ducks, pork or chicken with rice and ginger, try it!","[[3, 4], [5], [7, 10, 9, 8, 11]]"
"You asked for a menu, so you left feeling like you missed the whole experience.",[[4]]
The staff is very accommodating.,[[1]]
I went to Del Frisco on Friday night with my boyfriend for an 8: 00 reservation .,[[15]]
"If you want, do yourself a favor and have dinner here and see if you don't agree with me.",[[9]]
Very popular style izakaya (saké and a small serving of sake-friendly dishes).,"[[4], [8], [11]]"
"The food was excellent and the service elegant, attentive, without being arrogant.","[[1], [6]]"
This is an amazing place to try some roti rolls .,"[[8, 9]]"
fresh ingredients and everything is made on demand.,[[1]]
"We've never had any problems with the food load or the tip, and the food was delivered quickly, but we live a few minutes' walk from them.","[[7], [11], [14]]"
Quick and kind service .,[[3]]
"They're tasty, but I suggest eating only one with meat because they tend not to fit so well with the average American digestive system.",[[9]]
"Try hot dogs too, they're quick and delicious.","[[1, 2]]"
Delivery's quick too.,[[0]]
"The noise level was unbearable, the conversation impossible.","[[1, 2]]"
Personal pots are the perfect size for those hungry nights.,"[[0, 1]]"
We recommend the spicy French fries and spiders .,"[[3, 4, 5], [7]]"
One of the people who commented on the restaurant didn't realize that something experiencing the menu was going on in a positive way.,[[15]]
The atmosphere is great if you're looking for a relaxed scene and a cheap way to spend a weekend afternoon.,[[1]]
"For Ave B, not only is it strange, the place attracts an eclectic crowd to say the least.",[[9]]
"Instead of wasting your time here , you 're supporting restaurants that care about food .",[[14]]
I just got back from lunch at Tamarind and it was excellent.,[[5]]
"Head and shoulders above its neighbors on East 6th Street, Taj Mahal is also very comparable, in quality of food, to the very exaggerated (and underserving) baluchi.","[[19, 17]]"
"The man who was hosting promised to set a table for our 7th party, then sat a 2nd party on the same table he was holding (i.e., while there were both open everywhere).","[[1], [9], [22]]"
Try the cheesecake !,[[2]]
"While we were sitting down eating the poor food, the manager rebuked a couple of his employees for putting the wrong containers for the condiments and explained how expensive these containers were.","[[8], [10], [16], [21, 22, 24], [30]]"
Indian food is excellent and the service is amazing.,"[[0, 1], [6]]"
"The decor is nice and minimalist, the food is simple but very well presented and cooked, and the wine list fits the food very well.","[[1], [7], [18, 19], [22]]"
"I had the salmon dish and although it was fine, for the price paid, I expected it to have some kind of flavor.","[[3, 4], [12], [22]]"
"We ordered a molten tuna , wine without cheese , which just turned it into a tuna sandwich .","[[4, 3], [8], [16, 17]]"
"I especially liked chicken ticks , naan and dals .","[[3, 4], [6], [8]]"
The waiters were not paying attention except the bill appeared on the table before we were done.,"[[1], [8]]"
The restaurant looks out over the beautiful green gardens overlooking the Hudson River and the Statue of Liberty.,[[8]]
"My wife and I always enjoy young people, not always well trained but nevertheless kind, personal, all of whom have a history.",[[7]]
"The blood was very tasty and good on a hot, hot day.",[[1]]
Don't eat here unless you're hungry for Thai food and work next door.,"[[7, 8]]"
"For people who want good food and good service, Roxy is a place to avoid.","[[5], [8]]"
I've had the best ravioli ever.,[[4]]
"Although the menu isn't particularly innovative, everything I've tried so far has been well executed and tasty.",[[2]]
I've been here a lot of times and the service is always exceptional.,[[9]]
The bill is about $ 25 for two no-drink lunches .,"[[1], [9], [8]]"
"Frankly, this is one of the worst sushi I've ever tasted.",[[7]]
"The food is excellent, the service is good.","[[1], [5]]"
"The overall price was very expensive, something I expected.",[[2]]
"Spices are a good Thai food , I love cheap snacks .","[[4, 5], [9]]"
The service was attentive.,[[1]]
"Not only does he make his own homemade mozzarella, but every cake is ultra fresh.","[[8], [11]]"
The fish was overblown.,[[1]]
"When you're sitting in his main dining room (which has a high, hand-painted ceiling) you'd never know there was a world outside.","[[5, 6, 7], [13]]"
We visited the bread bar during the restaurant week of January and were very pleased with the menu selection and service .,"[[17, 18], [20]]"
"You should also pay attention to the music that's plugged in, a rather strange selection.",[[7]]
The establishment gets great points in presentation and style.,[[1]]
"The rest of the minimum amount, although it's expensive by Chinatown standards, is worth it.","[[4, 5]]"
The food is good .,[[1]]
"The waiting staff is very kind, if not too efficient.","[[1, 2]]"
"The minimum amount, however, was very good.","[[1, 2]]"
The service has always been kind and efficient.,[[1]]
He went there and ate a combination of different seafood dishes and snacks .,"[[9, 10], [12]]"
It 's a good place for a casual date or to entertain customers for lunch .,[[14]]
All we got was an apology when we went to our show without dinner .,[[13]]
The table next to him asked if he himself had crushed the grapes when finally his bottle of wine arrived that had been late.,"[[12], [16, 17, 18]]"
The prices are very good.,[[1]]
"We couldn't get our waiter's attention, and he ignored us.",[[4]]
It 's bad Thai food .,"[[3, 4]]"
Usually three to four items per plate .,[[6]]
"While some staples are great (the hamburger, some of the pasta), food is not really the point.","[[2], [6], [10], [11]]"
"The sum was so-so, but not spectacular.",[[1]]
The food was so-so.,[[1]]
"The waitress, she seems more concerned with looking good than being a waitress.",[[1]]
"The place is larger than most and has adequate seating unlike most board meetings, and it has a bar that deserves a mention.","[[1], [9], [18]]"
Organizing my fiancée's surprise 30th birthday dinner here couldn't be happier.,[[6]]
- The food is great.,[[2]]
"Good music , good food , fast service and affordable prices .","[[1], [4], [7], [10]]"
"There was a small wait, but shorter than I expected.",[[4]]
The lobster sandwich is $ 24 and while it was good it was hardly enough to justify that price .,"[[1, 2], [18]]"
"May, the owner always has a smile and will give you a warm welcome.",[[2]]
The sides were fine and incredibly salty.,[[1]]
"For some reason, all the seafood on the menu wasn't available except salmon.","[[5], [8], [12]]"
"It's not a big place, but it's nice and cozy.",[[4]]
"The drinks were excellent, and the dessert was good.","[[1], [6]]"
The hostess and the waitress were incredibly rude and did everything they could to get us out of here.,"[[1], [4]]"
"Next time, we wouldn't dare ask for anything more than a few simple Asian snacks and drinks.","[[13, 14], [16]]"
"Please, if your thoughts about it go away, and you don't stay waiting you won't be disappointed.",[[12]]
We must say that the view of New York is so beautiful!,[[5]]
"If you want a good light meal with an Asian accent, the long tan is a good place on the hillside.",[[6]]
"When I go out to dinner , I like a nice atmosphere as well as a very good meal .","[[5], [11], [18]]"
"Otherwise, this place has great service and prices and a good friendly atmosphere.","[[5], [7], [12]]"
We recommend this as a great value for excellent sushi and service .,"[[6], [9], [11]]"
This place would be much better served if it was run by a group that really understands customer service .,"[[6], [18]]"
A++ the service was good to excellent along with the attitude .,"[[2], [10]]"
"The food is great , definitely taste the bass scratch .","[[1], [9, 8]]"
"The music is a little loud sometimes, but it made me want to lean closer to my beautiful wife, and as I did, I got a runny nose.",[[1]]
The white tremors also went well.,"[[0, 1, 2]]"
It's just the best food in New York.,[[4]]
After passing through this restaurant for a while I finally decided to come in and have dinner .,[[16]]
"The seat was if they were trying to get the most people in the restaurant, so be nice to your neighbor when you dine here.",[[1]]
I ordered the chu chu curry and my friend ordered the chicken pad thai .,"[[3, 4, 5], [12, 13, 11]]"
We go to the Prix fixe on Mondays and our experience with the food has been comparable to the blue ribbon.,"[[4, 5], [13]]"
"However, they have the most amazing pastrami and the soups come in handy.","[[6], [9]]"
Big bagels did the old fashioned thing.,[[1]]
This is a very good and cheap sushi.,[[7]]
"My personal favorite is a bagel all with sauce, but all the bagels are incredibly good.","[[5, 7, 8], [12]]"
"I wouldn't even have complained if the food at least tasted good but the quality of the food was terrible, too.","[[7], [14, 15, 17]]"
For the next hour and a half we sat in the sunset of this tourist restaurant listening to all kinds of explanations why we didn 't sit down .,"[[11], [26]]"
The pizza is delicious and the owner is one of the best in New York.,"[[1], [6]]"
"It 's also good for customer lunch meetings , esp .","[[6, 7]]"
"The decor is dark, fresh and soothing, while the presentation of the food is spectacular, considering the low prices.","[[1], [8, 9], [18]]"
The waiters were very kind and suggested swordfish for my husband who enjoyed his meal .,"[[1], [7], [14]]"
The setting is casual and romantic.,[[1]]
"Terrible, terrible management - it deserves to be closed.",[[2]]
"Very nice service , quick seats , quick delivery , excellent sushi .","[[2], [5], [8], [11]]"
Desserts are more attractive than expensive French restaurants.,[[0]]
"Italian food tastes (which may be surprising in the United States), and the service goes from a nightmare to a wake-up call, reminds me of the Yankees of the late '90s, no matter how bad it looks, you knew there was a rally just around the corner...","[[0, 1], [13]]"
"I thought the food was excellent, particularly the salmon dish I ate.","[[3], [8, 9]]"
Mizu is home to creative and unique rolls that are found nowhere else.,[[7]]
Balushi has solid food and nice decorations at reasonable prices .,"[[3], [6], [9]]"
"Emilio, the owner, often sits at the front table greeting guests when they come and go.",[[2]]
"I 've been to the spice three times , twice during lunch and once at dinner .","[[11], [15]]"
"The moles were excellent, the lobster ravioli were very salty!","[[1], [5, 6]]"
"A cheap meal for NYC, but not for Dosa.","[[2], [8]]"
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"[[1], [6]]"
"The seafood is amazing, there's a good list of wines, and the ever-changing menu offers some great surprises.","[[1], [9, 7], [13]]"
I don 't ask for wine with Indian so I can 't comment on his wine list or his wines .,"[[5], [7], [15, 16], [19]]"
Pastrami or beef in the county are juicy and stacked high (order extra rye bread).,"[[0, 1, 3, 2], [13, 14]]"
"(200 bucks for 2 glasses of champagne , a bottle of wine not too expensive and 2 drinks after dinner).","[[4, 5, 6], [9, 10, 11], [18, 19, 17]]"
But where's the spice?,[[3]]
"The food was fine, at least for what was available.",[[1]]
The waitress was very patient with us and the food is phenomenal!,"[[1], [9]]"
"The atmosphere was pleasant, but the service was not so good.","[[1], [6]]"
"A solid wine list, knowledgeable staff, friendly owners and a changing, adventurous menu keep us coming back.","[[2, 3], [5], [7], [12]]"
The people who work there are always so kind that sometimes you forget you're in New York.,[[1]]
"We didn 't even see a menu , as our waiter described both the special dishes and the main ones .","[[6], [10], [14], [18, 15]]"
The location and the environment are fine but the food is what makes it up.,"[[1], [4], [9]]"
"If not, good food for the night.",[[3]]
"Dinner was good, nothing to eat again.",[[0]]
I love and know gourmet food par excellence!,"[[4, 5]]"
"I plan to come back here and wait to try your bruschetta variety, panini's...","[[11], [13]]"
"Two people in our party felt like something else, and immediately forced to fly with two large plates that were not on their regular menu.","[[17], [24]]"
He's a low-level service and has no personality.,[[3]]
"The waitress reminds me and she's very kind, she knows what I'm used to and that's the mini-fried bowls with condensed milk and the varied fruit in beans.","[[1], [17, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]]"
Food at bistro prices is a disgrace...,"[[0], [3]]"
"While we were enjoying the meal, it was annoying to yell at the table to have a conversation.",[[5]]
"The first time the sushi was exceptional, the second time it was a little soft.",[[4]]
The portions are big and the servers always surprise us with a different start .,"[[1], [6], [13]]"
"delicious bagels, especially when they come out of the oven.",[[1]]
All the food was hot and tasty.,[[2]]
This is a good place to eat pizza outside but not a good place to bring pizza .,"[[7], [15, 16]]"
Our server was very helpful and kind.,[[1]]
