sentences,labels
I like the choice of wine!,"[[5, 3]]"
"The food was good, the menu was big, the service was good, the environment was normal.","[[1], [5], [9], [13]]"
"I'm not here to enjoy a whole American meal, but to have a romantic dinner.","[[14], [8]]"
"I grew up eating pasta, but I haven't found a place to satisfy my taste.",[[4]]
"The wine list is a good choice, wine glasses and wine glasses.","[[1, 2, 6], [7]]"
I eat often with the variety of the menu and never get tired.,[[8]]
The menu is very limited - I think we counted four or five meals.,"[[1], [13]]"
"The menu is limited, but almost all dishes are fine.","[[1], [7]]"
I don't like their sake martini.,"[[4, 5]]"
"Great cake, cake, a good place to hang out.","[[1], [2]]"
"The changes in services are day by day, sometimes very good, sometimes not.",[[3]]
One thing I like about this place is that I never felt rushed or forced to give up my dining table to guests.,[[20]]
"Unfortunately, the food is excellent, but everything else about this restaurant is a mess.",[[2]]
We always eat delicious food and always feel satisfied.,[[4]]
"And then you put them in the food, and you wrap them around and you eat.",[[7]]
"First, go and enjoy their garden terraces.","[[5, 6]]"
"The pizza was good, and it was big.",[[1]]
"The food I collected was real Taiwanese, although it was completely different from the Taiwanese food I was used to.",[[1]]
"I almost hesitated to write comments because the atmosphere was so good, I didn't want it to get too crowded.",[[8]]
"The weekend is often crowded, but they are very efficient and accurate.",[[4]]
All my colleagues were surprised by this small thing.,[[8]]
"The atmosphere was bad, the service was good, the food was great.","[[1], [5], [9]]"
"We ordered special roast meats, meat, meat full of bones, and it was hard to eat.",[[3]]
The waiters are friendly and the food is getting better!,"[[1, 1], [6]]"
"It's a busy weekend, but the atmosphere is good.",[[2]]
There is a very comfortable place on the street in Brooklyn with a good pizza.,"[[5], [14]]"
"Peré Le Pinard has a $15 front-the-scenes menu, and he's a great fan of the show.","[[6, 7]]"
"I ordered a delivery, but the restaurant forgot half of it.","[[3], [10]]"
Our servers checked us throughout the dining room.,"[[1], [6]]"
The strong smell from my left and right affected my taste.,[[2]]
"We ate fish sandwiches, and it was great.","[[3, 3]]"
"If we were stuck, I could understand where they came from, but we've been there less than an hour and they haven't given us a check!",[[25]]
"Although spiders may look hard to eat, they are soft in the middle, but they are expensive.",[[1]]
"The roast is good, but it is still rare in New York.","[[0, 1]]"
"I tried to book, but twice, the host didn't have my name.",[[7]]
I also recommend vegetables or various kinds of vegetables.,"[[3, 3], [8, 8]]"
They eat fish food to die.,"[[2, 1]]"
"While the food is somewhat uneven, it usually reaches the peak of American new cuisine - the enthusiasm of the chef (and the precise execution of the kitchen) is most evident in the fish dishes and in the dishes.","[[2], [14], [20], [27], [33, 34], [38]]"
"If you like wine, cheese and delicious French cuisine, you will love craftsmanship!","[[3], [4], [7, 8]]"
I like Indian cuisine and I think I am very professional.,"[[2, 3]]"
Some baby pizzas get their wishes.,"[[1, 2]]"
"In general, while there is a waiting, it is worth it.",[[6]]
"The rock cake dessert is incredible, I pushed it.","[[1, 2, 3]]"
What Baby Pizza Wants to Be When It Grows Up.,"[[1, 2]]"
"From terrible service to cold food, not to mention the unsuitable manager, the overall experience is terrible.","[[2], [5], [11]]"
"Lahore is a great place to be at night, when you need some really good food, cheap -- you might have trouble getting the food you get for $4.","[[15], [24]]"
"The wine is a choice of quality wines, from affordable to high-end.","[[4, 5, 1]]"
The restaurant is generally beautiful and is decorated with classic Italian.,"[[10, 7]]"
The food is not touched.,[[1]]
The whole dining experience was great!,"[[2, 3]]"
"The choice of alcohol (glass and bottle) is wonderful, and I always recommend that friends book if they want to be in town.","[[3, 1]]"
"After 35 minutes of booking, the elders apologized and regularly informed us of the progress.","[[13], [4]]"
"I ordered a baby, and it's a great one.",[[3]]
"The food is usually good, although sometimes I wonder what fresh vegetables are.","[[1], [10, 11]]"
"It's great, except for the bad service of the two of you.",[[6]]
They have real Indians at Amazon prices.,"[[3], [6]]"
The atmosphere is comfortable and fashionable.,[[0]]
"Fortunately, we saved space for BBQ fish, seafood and crustaceans.","[[5, 6], [7, 7], [9, 9]]"
"Although they use refined ingredients, even refined ingredients cannot make a good pizza unless someone knows how to make the leather properly.","[[4], [7], [12], [20]]"
"Yes, Darbukkara is so good, all the Kabba is the same.","[[1], [7]]"
I look forward to eating here again.,[[4]]
"I've been here since I was a kid, always tasting.",[[9]]
"Turks is one of those comfortable neighborhood parties, and you know you'll always get a good meal at a fair price.","[[16], [20]]"
"The food was average, the cream was terrible - the sugar was burned, not fermented, but smelled like oil.","[[1], [4, 5], [10]]"
The food is always fresh and can be delivered on time.,"[[1], [8]]"
Pizza is good here.,[[0]]
"Pizza and knots are great, I order from them often, and delivery is always super fast!","[[0], [2, 2], [11]]"
"For a good meal of Chinese cuisine, you can find liang ye and great Sichuan nearby.","[[4, 6]]"
But whoever said anything Murray said was about service.,[[8]]
"The restaurant is really popular, but they forget the most important part of the restaurant, which is the food.",[[18]]
Bring the chef's hat.,[[2]]
"Overall, it's a place where understanding the little things (heavy, black, looking old tea, for example) is important in the restaurant experience.",[[13]]
"The pizza was delicious - they replaced the cheap, cold, crumbly cheese in most pizza shops with fresh mosarella.","[[1], [17, 18], [11]]"
"It's a good place to rest, and the food is the best in New York.","[[3], [8]]"
The service is friendly and never had any problems.,"[[1], [6, 8]]"
"The atmosphere is crowded, but it's a great hotel type atmosphere.","[[1], [8, 10]]"
"First, we saw that she had two waitresses at the restaurant with six tables who completely ignored our orders.","[[7], [13]]"
"The food is very fresh, very oily.",[[1]]
The price is very affordable and the food is very good.,"[[1], [7]]"
"The fish is fresh, but the fish varieties are not unusual.","[[1], [7, 5, 6]]"
"Our favorite foods are pizza, room salad and a bottle of wine.","[[2], [4], [5, 6], [9, 10, 11]]"
"Kruno, the beverage manager is the best barman I've ever met.","[[2, 3], [7]]"
"The atmosphere and the music are good, I like it.","[[0], [4]]"
"Food, drinks and services are obviously the best in the city.","[[0], [1], [3]]"
I went out to dinner and thought with the date.,"[[4], [6]]"
"I understand you don't have to come here because of the romantic, seductive atmosphere or the five-star service, which includes a maze, and the fact that you're a little bit of a mess.","[[13], [17], [32]]"
"The last time I came here, the waitress didn't come back.",[[7]]
Try the fish!,[[2]]
"In the restaurant, the atmosphere saves it, but at your desk, it's a very disappointing experience.",[[4]]
"Although the space is smaller than most people, even the largest restaurants can find the best service.","[[2], [16]]"
The waitress was very attentive and her menu suggestions were the right sign.,"[[1], [7, 7]]"
"We had three meals that night for $30 and everything was good, and if I could clean the dishes, I would.",[[3]]
"Despite being banished by the famous unmanned lightning bolt, Sal rose again, smiling, and showing genuine love for the community.",[[8]]
"The environment is romantic, but the food is terrible, the service is poor, and the food is terrible.","[[1], [6], [10]]"
"We cooked the fish, although it was done, but it was still fun and delicious.","[[2, 1]]"
"I had high expectations for this place, and I booked it a few months ago, and it's a great place to stay.",[[21]]
"Our table was burned, unrecognizable, and yes.",[[1]]
I ate a pie and a lot of bread.,[[8]]
"So I've never gone to the M correct, but I've given it a few times.",[[5]]
"Of all the new 5th Avenue restaurants, this is definitely one of the best restaurants worth your money.","[[15, 16, 17]]"
"Frankly, when you compare what you eat for lunch here to McDonald's or other sandwich shops in the city, you're not going to be able to get a good deal of attention.",[[8]]
The broadcast was rude and even offensive.,[[1]]
"If you want to eat the food of Haru, especially at home, but you can't stand the waiting for this building, then you can't eat the food of Haru.","[[6], [17, 20]]"
"A narrow hallway with a small space, three small white cabinets, a lot of clutter (full of bottles, children) and a small counter with 12-14 dining rooms.","[[2], [6], [10], [22]]"
The food is good.,[[1]]
"The juice steak is ready to satisfy your ""sweet taste"", accompanied by salads and flavours.","[[0], [12], [14]]"
The lunch is served with a complimentary meal.,"[[1], [6, 0, 7]]"
A reasonable price of wine.,"[[4], [2]]"
Even wine by the glass is good.,"[[1, 2, 3, 4]]"
"This is my favorite dish, I always go there and never get tired.",[[4]]
"I also ordered a change of mugito, which is from this world.","[[4, 6]]"
Good service.,[[1]]
The only thing more wonderful than food is service.,"[[6], [8]]"
"Food is terrible, it's actually terrible.",[[0]]
The seed is soybeans and water.,"[[1, 0], [3, 3], [5]]"
The waitress suggested a glass of wine and the food was good.,"[[1], [3, 5, 6], [9]]"
"They may all be doing business at the counter when you order, but their food says I love you.","[[8], [14]]"
"We are very focused on sushi and we all like every choice, including: mixed (special), cake, various spices, sushi and rolls, and a variety of other dishes.","[[5], [13, 14], [15, 17], [17], [18], [20], [15], [26]]"
"Try their regular pizza, fresh or chilled.","[[2, 3], [6], [6]]"
"Servers are around, but there are enough servers to satisfy the crowd they get -- that's fine, you just have to make a little effort to get their attention.","[[0], [7]]"
I wish you could find a table.,"[[4, 5, 6]]"
The service is bad.,[[1]]
"The restaurant is looking forward to seeing more Italian food on the expansion menu, and I can't wait!","[[1], [13], [8, 9]]"
"I'm not the most experienced person when it comes to Thai food, but my friends took me there.","[[10, 11]]"
"Whether you have two or 200 people in front of you, the host will take your name and tell you for five minutes.",[[12]]
The pizza is good.,[[1]]
The bottle is cheap and good.,"[[1, 0]]"
"I have over 100 different types of wine to serve to my guests, and my husband is very happy, the food is delicious, and if I have to serve a dish, it's Kit Tottenham.","[[5], [20], [30], [33]]"
They didn't give us dinner specials until we asked for it.,"[[4, 5]]"
"You must eat the meat of lasagna, which is out of this world, and chocolate bread as a dessert.","[[4, 6], [14, 15, 16], [18]]"
I suggest you leave room for the cake and don't leave until you've had your tiramisu.,"[[6, 7], [15]]"
"The service is very good, the price is very good.","[[1], [6]]"
I recently went to lunch with some colleagues and I was very happy to see them.,[[4]]
"The service is inexpensive, the staff knows what they're doing there, knows their menu, provides your meals, and they're not going to be able to get you anywhere.","[[1], [5], [13], [16]]"
The Is-a-Baghlá (whether in the city or in the city center) is the best cake in New York.,[[14]]
Our food is great!,[[1]]
The most frustrating thing is that the servers seem to be trained for revenue.,[[7]]
"Take your food, find one, and come back with a plate.","[[2], [10]]"
"Try Migno, it's the softest part.",[[1]]
"We were still sitting in the bar drinking Sangria, but when we turned around, the two dollars were gone.","[[6], [8], [6]]"
Food should not be ignored!,[[0]]
"The alcohol is great, half-fold until 8:00 p.m.",[[1]]
"I've been to Trang a hundred times, because the beef is good.","[[9, 9]]"
"The wine, the alcohol, the atmosphere was great.","[[3], [1], [4]]"
"We immediately sat down because we had reserved, but afterwards the service was slow.","[[7], [11]]"
The service was good and the servants were friendly.,"[[1], [6]]"
"The food was good, but some of it was tasteless, and some of it was small, including dessert.","[[1], [17]]"
It is far from the streets and there is no traffic noise.,"[[10, 11]]"
"I lived in Shanghai for most of my life and thought the food was better than the flagship restaurant in the city, Green Bo.",[[12]]
"I highly recommend the food, atmosphere and excellent service at St. Barthes Café.","[[4], [5], [8]]"
"All the students love this place, so it will bring a fun youth atmosphere.",[[13]]
The food here is very helpful to the name (in Gaelic it is ...).,"[[1], [9]]"
"But, in terms of the outlook, nothing stands out.",[[5]]
Joa is a cool place with decent food and a colorful atmosphere.,"[[7], [11]]"
"The price of the menu is fixed at the value of every penny, and you get more (quantity and quality).","[[1, 3, 4], [17], [19]]"
I've been here three times for lunch and this is one of my favorite cities.,[[6]]
"I ate their eggs, Benedict, which was the worst thing I ever did, and I tried to completely eliminate Dutch Dish juice, which was how bad it failed.","[[3], [20, 21]]"
"Near my work, they have the best flour instead of packaged or fast-cooked.",[[7]]
"Unfortunately, the food is not the same.",[[2]]
"The menu looks good, except for offering Chilean Sea, but the server does not offer the specials written on the outside panel.","[[1], [7, 8], [11], [16]]"
"The food was really good, and I ate the seafood, which is the best.","[[1], [9, 9]]"
"Overall, a solid restaurant with prices below $40/pp (including wine) is a solid deal.",[[9]]
"It's a complete hole in the wall, and it's a little scary at first, but you can overcome it soon after you're greeted by a friendly staff.",[[26]]
"According to the comments at the dinner, this is a place I would reconsider visiting again, and I'm not going to be able to go to the restaurant.","[[6], [27]]"
The cost of replacing the normal rolls with the inner and outer rolls is an additional $2 but the size of the rolls is not just from the sub.,"[[6], [12], [22], [28]]"
"He finally did, and he couldn't make wine, and he couldn't find wine.","[[3], [7]]"
"The thin ones are good, but the taste is not as fresh, and the snacks are not as hot as they should be (and note the lack of Chinese dishes).","[[14, 2], [1, 14]]"
"The service is good, some people don't get what they want.",[[1]]
"If you want real Thai food, this is not the place to go.",[[4]]
"I suggest you book, even though we don't see anyone sitting.",[[3]]
I only like their roasted characteristics and the beauty of the idama.,"[[4, 5, 10, 11, 11]]"
"If you want to bake a pork or a chicken, try it!","[[4], [6], [9, 4]]"
"You order from the menu, so you leave feeling like you missed the whole experience.",[[4]]
The staff is very tolerant.,[[0]]
My boyfriend and I went to Delfrico on Friday night to make a reservation at 8:00.,[[13]]
You can eat here and see if you agree with me.,[[2]]
It is a very popular Isacaia (sack and a small portion of the Sack friendly dish).,"[[6], [10], [15]]"
"The food was delicious, the service was high-quality, the attention was focused, and there was no self-esteem.","[[1], [5]]"
It's a wonderful place to try some roti rolls.,"[[7, 8]]"
"The ingredients are fresh, everything is ordered.",[[1]]
"We never had any problems with food or offers, fast food delivery, and the food was always there.","[[6], [8], [14]]"
Fast and friendly service.,[[3]]
"They are delicious, but I recommend eating only meat, because they are often not well suited to the US digestive system.",[[8]]
"Try hot dogs, they are fast and delicious.","[[1, 2]]"
Delivery is fast.,[[0]]
"Noise is unbearable, dialogue is impossible.",[[0]]
The individual is the perfect size for those hungry nights.,"[[0, 1]]"
The most popular is the scroll and the spider scroll.,"[[7, 5, 5], [8, 9]]"
One commentator at the restaurant didn't realize that some experiments were actively running the menu.,[[14]]
"It's a nice atmosphere, and if you want to relax, you can enjoy the scenery.",[[3]]
"The event was a huge success, and it was not only a strange thing for the AveB, but it also attracted a diverse crowd.",[[1]]
"The first is that the food is not a waste of time, but a waste of time to support restaurants that care about food.",[[5]]
"I just got back from Tamalind for lunch, and it was great.",[[7]]
The quality of food in Tajikistan is similar to that of the higher (undeserving) Baloch.,"[[3, 1]]"
"The host promised to reserve a table for the seven of us at the party, and then sit down at his reserve table for a 2 party (that is, there were two open tables around).","[[1], [6], [22]]"
Try some cheesecake!,[[2]]
"When we sat down to eat, the manager started to criticize his two employees.","[[7], [13]]"
The Indian cuisine is good and the service is great.,"[[1, 2], [7]]"
"The wine is decorated well, simple, but well presented and cooked, and the wine list matches the food very well.","[[0], [1, 14], [17]]"
"I ate fish, and although it was good, at the price I expected it to taste something.","[[2, 1], [10], [15]]"
"We ordered a fish - it had no cheese, so it was just a fish sandwich.","[[3], [8], [14, 15]]"
"The waiters didn't notice that the bill was on the table, except before we were done.","[[1], [6]]"
"The restaurant faces beautiful green grass, the Hudson River and the Statue of Liberty.",[[5]]
"My wife and I always liked young people, not always trained, but still friendly, staffed, and they have stories.",[[14]]
"On a hot day, Sangria is delicious.",[[4]]
You can't eat here unless you're hungry for Thai food.,"[[8, 9]]"
Roxy is a place to stay for those who want good food and good service!,"[[11], [14]]"
I've had the best Laviori ever.,[[4]]
"While the menu is not particularly breakthrough, everything I've tried so far is good and delicious.",[[2]]
I have been here a few times and the service is always excellent.,[[9]]
The bill of about $25 is for two people having lunch and no drinks.,"[[1], [10], [13]]"
"Frankly, this is the worst sushi I've ever tasted.",[[5]]
"The food is good, the service is good.","[[1], [5]]"
"The overall price is very expensive, I did expect.",[[2]]
The spice is Thai food and likes cheap food.,"[[3, 4], [7]]"
The waitress was very careful.,[[1]]
"He not only makes his own homemade mosala, but every cake is super fresh.","[[7], [10]]"
I'm overweight.,[[0]]
"When you sit in their main dining room (with spectacular, hand-painted ceilings) you never know what the world is like outside.","[[5, 6, 7], [11]]"
We visited the bakery during Restaurant Week in January and were very satisfied with the menu selection and service.,"[[15, 16], [18]]"
"Also, note the input of music - a very strange option.",[[5]]
The company has received high marks in terms of performance and style.,[[1]]
The food is good.,[[1]]
The waiters are very friendly and even very efficient.,"[[1, 1]]"
The money is still very good.,[[1]]
The service was friendly and effective.,[[1]]
I was in the kitchen and I ate seafood.,"[[8, 4], [7]]"
It is a very good place to meet or host guests for lunch.,[[12]]
We only get one apology for not eating and leaving the show.,[[7]]
The table next to us asked if he had grapes.,[[9]]
The price is very good.,[[1]]
"We can't catch the servant's eyes, he ignores us.",[[4]]
"In short, it's a bad Thai dish.","[[5, 6]]"
"While some basic foods (burgers, some cakes) are good, food is not the real purpose.","[[3], [4], [6], [9]]"
"The number is, but not spectacular.",[[1]]
This is the case with food.,[[5]]
The waitress seems to care more about looking good than the waitress.,[[1]]
"The space is larger than most people, unlike most joints, with enough seats, and a bar worth mentioning.","[[1], [12], [15]]"
I'm going to the wedding party for my fiancee's 30th birthday.,[[5]]
- The food is great.,[[2]]
"The music is good, the food is good, the service is fast, the price is affordable.","[[1], [5], [9], [13]]"
"The time is short, but shorter than I expected.",[[1]]
"The Dragon Sandwich is priced at $24, which is good, but it's hardly enough to prove the price.","[[1, 2], [4]]"
"It's good on both sides, and very good.",[[4]]
"For some reason, all the seafood on the menu is not on the menu except fish.","[[5], [8], [15]]"
"It's not a big place, but it's lovely and comfortable.",[[4]]
The drinks are good and the desserts are good.,"[[1], [6]]"
The hotel manager and the waiters were very rude and they did everything they could to get us out.,"[[1], [5]]"
"The next time we ordered, we didn't dare to order anything else except some simple Asian food and drinks.","[[15, 16], [18]]"
"Please don't think about it anymore, don't wait any longer, you won't be disappointed.",[[7]]
"I must say, the scenery in New York is so beautiful!",[[4]]
"If you want to eat a light meal with an Asian accent, Long is a good place on the slope.",[[7]]
"When I go out to dinner, I like a good atmosphere and good food.","[[5], [10], [13]]"
"If you don't, the place has good services and prices.","[[7], [9], [9]]"
It's a great soup and a great value for service.,"[[7], [3], [9]]"
This place would be better served if it was run by a team that really knows customer service.,"[[5], [17]]"
The service and attitude of the A++ are good.,"[[1], [3]]"
The food was great - absolutely try the stripes.,"[[1], [8]]"
"Music can be a little bit, but it makes me want to be closer to my beautiful wife,",[[0]]
The black guy is good too.,"[[0, 1, 2]]"
It's just the best restaurant in New York.,[[4]]
"After a while in this restaurant, I finally decided to go in and eat.",[[13]]
"The seating is to get as many people as possible into the restaurant, so when you eat here, be nice to your neighbor.",[[1]]
"I ordered curry, my friends ordered it.",[[2]]
We were at the pricing event on Monday and our experience with food was comparable.,[[12]]
"However, they have the best pastry, and they are still here.",[[5]]
The great cake is old.,[[2]]
"These are some very good, cheap soups.",[[6]]
"My personal favorite is ""Everything"" packaging, with kids, but all packaging is very good.","[[5, 6, 7], [10]]"
"I wouldn't even complain if the food was good, but the quality of the food is bad.","[[6], [11, 12, 14]]"
"For the next hour and a half, we stood in the lobby of this tourist restaurant listening to various explanations as to why we didn't sit down.","[[11, 11], [25]]"
The pizza is delicious and the owner is the best in New York.,"[[1], [6]]"
It's also great for the customers who have lunch.,"[[8, 6]]"
"The decor is dark, cool, comfortable, and the food is spectacular considering the low price.","[[1], [7], [14]]"
The waiter was very nice and recommended my husband eat fish.,"[[1], [10]]"
The scene is casual and romantic.,[[1]]
Bad management should be shut down.,[[1]]
"The restaurant is very friendly, has a fast seat, deliveries fast, and delicious sushi.","[[8], [9], [13]]"
French restaurants are more attractive than desserts.,[[6]]
"Italian food tastes (maybe a little bit surprising in the US), and the service turns from a dream to a focus, and they remind me of the New York Yankees of the late '90s, and no matter how bad it looks, you know, there's a rally around the corner...","[[0, 1], [13]]"
"I found the food to be excellent, especially the fish I eat.","[[3], [9]]"
The children are the home of creativity and uniqueness.,[[6]]
The food in Elche is solid and decorated at reasonable prices.,"[[1], [7], [10]]"
"And it came to pass that Emilio, the host of the house, sat at the table, and welcomed the guests that came in.",[[8]]
I have eaten spices three times - two times for lunch and once for dinner.,"[[10], [14]]"
"The food is good, the Long Lavoie is good!","[[0], [4, 6]]"
"For New York, it's a cheap food, but not Dosa.","[[6], [9]]"
The atmosphere was noisy and the waiters were walking around doing things as quickly as possible.,"[[1], [6]]"
"The seafood is amazing, the wine lists are good, and the changing menu always offers some surprises.","[[1], [5, 6], [12]]"
"I don't usually order wine from Indians, so I can't comment on their wine lists or wines.","[[4], [6], [13, 14], [16]]"
"The price of the drink is $200, two glasses of perfume, a bottle of wine that is not very expensive and two drinks after dinner.","[[8, 9, 10], [12, 13, 14], [23, 24, 4]]"
"But really, where's the spice?",[[4]]
"The food is good, at least it's edible.","[[1], [7]]"
The waiters were very patient with us and the food was great!,"[[1], [9]]"
"The atmosphere is good, but the service is not so good.","[[1], [6]]"
"A list of drinks, familiar staff, friendly hosts, and an adventurous, ever-changing menu brought us back.","[[3, 1], [5], [7], [12]]"
"The people who work there are always so friendly, you sometimes forget you're in New York.",[[1]]
We didn't even see the menu because our waiters described the specials and the main dishes.,"[[5], [8], [11], [14, 15]]"
"The location and environment are good, but the food is compensated.","[[1], [3], [8]]"
"Otherwise, dinner is good.",[[1]]
"Dinner was good, I won't eat it again.",[[0]]
I love good food and I know how great it is!,"[[2, 3]]"
"I plan to come back here and look forward to trying their bruschetta, panini...","[[12], [13]]"
We both felt something different and were immediately forced to eat two dishes that were not on their regular menu.,"[[12], [19]]"
He is not equal to man and has no personality.,[[5]]
"The waitress remembered me, very friendly, and she knew what my routine was, which was toast, cryptographic milk and all kinds of fruit.","[[1], [15, 15, 16, 17, 18, 15, 16, 22]]"
The price of the restaurant is embarrassing...,"[[4], [1]]"
"While we enjoyed the food, it was annoying to yell at the table.",[[4]]
The server always surprises us with different launches.,"[[1], [7]]"
Especially in the oven.,[[3]]
All the food was good.,[[2]]
It's a good place to eat more pizza outdoors but not a good place to eat pizza.,"[[7], [15, 16]]"
Our servers are very friendly and helpful.,[[1]]
Try green curries and vegetables.,"[[1, 2, 3, 4]]"
"First, the place is not romantic, as the editorial commentary on Citysearch says.",[[2]]
"You walk through a heavy inventory, like a door, and people expect you to come and you feel like you're going to have a meal for a lifetime.",[[8]]
The price is more reasonable!,[[0]]
"The food is not very good, the dining is small, even in such a high-quality restaurant.","[[1], [7]]"
The Thai way is also good.,[[1]]
I don't recommend a lunch special just because it's like other ordinary Chinese restaurants.,"[[4, 3]]"
"We stopped in Nina's neighborhood, and the house looked good, and people obviously liked their pizza.","[[7], [15]]"
"The food is good, but not better than what you get at a good neighborhood restaurant.",[[1]]
"We have subtitles, and they're great.",[[2]]
I think this thing is better than Disney.,[[3]]
"While the $20 range is not very expensive, there is definitely better food in New York City, and the food is not cheap.","[[3], [12]]"
The French food is undoubtedly one of the best true French food values in New York.,[[2]]
They have a long delivery time and food is usually cold.,"[[4], [7]]"
The staff is nothing.,[[1]]
And there's a big part of it.,[[4]]
This is a great Thai restaurant with a very friendly staff.,[[10]]
"I ordered cigarettes and food, and it doesn't taste.","[[2, 2, 3, 2]]"
I was very interested in food when we had lunch on Saturday a few weeks ago.,"[[9], [5]]"
"I'm going to have yellow, and Bindi, and anything with lamb.","[[4], [6, 4], [10]]"
"When we left, the couple stood at the door and told another waiter that we were not in a hurry.",[[12]]
"The menu is impressive, including hamburgers, stews, and meat.","[[1], [5], [6]]"
"In fact, two people can share a dish.",[[7]]
"The food is good, real.",[[1]]
"The best way to get a good fit is to have a good dinner, jeans and sneakers.","[[6, 13]]"
"In any case, the food was good, the prices were reasonable, and they had a list of good wines.","[[4], [8], [18, 15]]"
They are more expensive and their meat is good.,"[[3], [6]]"
"There are many different styles of pizza, and they are all great.","[[4, 5, 6]]"
The photos of the restaurant are much better than the actual look.,[[11]]
"The food is bad, sweet or too much, and some of it is small.",[[1]]
But rice is good.,[[1]]
They need 25 minutes to cook our food.,[[5]]
The food is great.,[[1]]
The price of wine or liquor lists is high.,"[[5], [1], [3, 6]]"
"If you like your music going off, the system is not so good, and if you want to pay for a bottle of at least $100, then you'll like it here.","[[4], [21, 25]]"
All my colleagues said the food was great and they wanted to know why they hadn't heard of this place.,[[5]]
Metrasul has a beautiful view overlooking the main terminal.,[[4]]
Friends will let you enjoy your meals and companionship.,[[6]]
"The restaurant was small, but we were lucky enough to find a table quickly.",[[12]]
"The food was good quality and cheap, and pork, fish, lamb and vegetables were eaten.","[[4, 0, 1], [8], [9], [10], [10], [12]]"
"Now, this place is a little tense, on a cold day,",[[2]]
"The food is good, like basil grass, and the price is reasonable (if bought in British).","[[1], [9]]"
But they're too big.,[[3]]
"The food is fresh, delicious and reasonably priced.","[[1], [7]]"
The dishes of Lhasa are interesting in combination with French and Indian cuisine.,"[[7, 8, 10, 9, 12]]"
"Some tips: skip the cake, bake the pork pie and the cake.","[[4], [5, 7, 8], [10, 11]]"
The cake is magical.,[[1]]
"They say on the phone that they have a seat in the garden,","[[9, 10, 11, 12]]"
"While they serve a typical water question of what kind you want, they are generally very relaxing meals.",[[5]]
"The food is good, it's big, the place is good.","[[1], [7]]"
Rules for food selection.,"[[2, 3]]"
"In any case, it is a good choice.",[[2]]
We ate here in March 2006 and ordered three meals before the flight.,"[[8, 9], [12]]"
"Lunch may be more busy than lunch, and dinner is less crowded (too close to the city center).","[[0], [8]]"
"Their skin is terrible, bad, spitting.",[[1]]
The bar scene seems to be happening.,"[[1, 2]]"
"On Saturday, November 6, I had a staff of about 35 people and the staff welcomed us very warmly.",[[14]]
"The wine, the drink, the cake, they are good to eat.","[[1], [5]]"
